,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position,initial_cost,team_name
82,Sam,Surridge,0,0,4,25,2,10.6,3.4,24.0,0,3,3.4,0,0,0,0.6,43,4,FWD,45,BOU
83,Asmir,Begovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,42,1,GK,45,BOU
84,Artur,Boruc,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,1,GK,45,BOU
85,Mark,Travers,0,0,1,90,3,0.0,15.2,0.0,0,9,1.5,0,0,0,0.1,42,1,GK,45,BOU
86,Ryan,Fraser,1,5,73,2061,34,627.1,355.6,440.0,2,305,141.9,4,0,2,2.4,68,3,MID,75,BOU
87,David,Brooks,1,0,21,505,12,100.8,82.2,71.0,1,73,25.4,1,0,1,0.1,61,3,MID,65,BOU
88,Junior,Stanislas,3,1,42,706,17,185.4,179.0,241.0,2,155,60.7,1,0,1,0.1,58,3,MID,60,BOU
89,Jordon,Ibe,0,0,2,48,1,5.4,6.8,0.0,0,10,1.2,0,0,0,0.1,46,3,MID,50,BOU
90,Lewis,Cook,0,1,40,1340,30,183.1,187.8,68.0,0,183,43.8,2,0,5,0.0,50,3,MID,50,BOU
91,Andrew,Surman,0,0,6,234,6,25.5,23.6,8.0,0,28,5.6,0,0,1,0.0,47,3,MID,50,BOU
92,Dan,Gosling,3,1,54,1254,23,151.9,316.4,259.0,1,186,72.6,2,0,3,0.1,48,3,MID,50,BOU
93,Jefferson,Lerma,1,2,65,2702,49,189.4,439.0,169.0,2,376,79.4,4,1,11,0.1,48,3,MID,50,BOU
94,Jack,Stacey,0,2,39,1547,27,147.2,308.8,86.0,4,241,54.3,1,0,2,0.1,43,2,DEF,45,BOU
95,Philip,Billing,1,1,68,2526,41,239.8,545.4,342.0,5,347,112.9,5,0,8,0.2,49,3,MID,50,BOU
96,Arnaut,Danjuma Groeneveld,0,1,24,625,12,82.6,60.6,139.0,0,60,27.9,2,0,0,0.0,58,3,MID,60,BOU
97,Aaron,Ramsdale,0,1,126,3330,62,24.0,973.8,0.0,13,680,99.7,5,0,0,3.2,44,1,GK,45,BOU
98,Harry,Wilson,7,1,91,1637,32,242.1,377.4,667.0,7,295,128.5,2,0,2,1.5,57,3,MID,60,BOU
99,Christian,Saydee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BOU
100,Gavin,Kilkenny,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BOU
101,Mihai-Alexandru,Dobre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,3,MID,45,BOU
102,Shane,Duffy,1,0,44,1232,18,29.8,288.0,100.0,1,227,41.8,3,0,2,0.8,48,2,DEF,50,BHA
103,Martín,Montoya,0,1,62,1892,32,338.0,337.4,177.0,3,313,85.5,6,0,5,0.5,43,2,DEF,45,BHA
104,Bernardo,Fernandes da Silva Junior,0,0,21,675,17,72.6,154.0,92.0,3,121,31.9,1,0,1,0.1,43,2,DEF,45,BHA
105,Leon,Balogun,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,2,DEF,45,BHA
106,Gaëtan,Bong,0,0,3,57,3,27.9,16.0,6.0,0,15,5.0,0,0,0,0.1,42,2,DEF,45,BHA
107,Lewis,Dunk,3,3,128,3230,50,171.8,825.6,469.0,17,674,146.8,9,0,9,12.5,48,2,DEF,45,BHA
108,Matthew,Clarke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,2,DEF,45,BHA
109,Glenn,Murray,1,1,36,785,10,57.1,74.0,249.0,0,74,37.7,2,0,0,0.7,54,4,FWD,60,BHA
110,Jürgen,Locadia,0,0,3,85,1,1.3,3.2,30.0,0,5,3.3,1,0,0,0.1,52,4,FWD,55,BHA
111,Florin,Andone,1,0,5,71,2,11.3,45.0,21.0,1,20,7.6,0,1,0,0.3,47,4,FWD,50,BHA
112,Mathew,Ryan,0,0,135,3420,54,0.0,1000.0,0.0,14,754,100.1,9,0,0,11.5,47,1,GK,45,BHA
113,David,Button,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,18.2,39,1,GK,40,BHA
114,Pascal,Groß,2,5,76,1791,32,908.5,388.2,323.0,7,326,161.6,3,0,4,0.4,62,3,MID,65,BHA
115,Alireza,Jahanbakhsh,2,1,28,305,4,62.5,90.6,106.0,2,90,25.9,1,0,0,0.1,58,3,MID,60,BHA
116,José Heriberto,Izquierdo Mena,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,3,MID,55,BHA
117,Anthony,Knockaert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,53,3,MID,55,BHA
118,Yves,Bissouma,1,0,39,1253,18,110.6,238.8,101.0,0,207,45.1,4,0,4,0.0,50,3,MID,50,BHA
119,Davy,Pröpper,1,2,78,2826,46,434.1,522.2,271.0,2,441,122.5,6,0,4,0.3,48,3,MID,50,BHA
120,Solomon,March,0,1,38,1139,15,239.6,189.4,274.0,3,129,70.4,4,0,2,0.2,46,3,MID,50,BHA
121,Beram,Kayal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,3,MID,45,BHA
122,Dale,Stephens,0,1,63,2525,42,292.8,438.6,90.0,1,406,82.2,6,0,8,1.5,44,3,MID,45,BHA
123,Leandro,Trossard,5,5,104,2004,34,585.4,411.4,540.0,9,352,153.2,4,0,0,0.5,58,3,MID,60,BHA
124,Dan,Burn,0,0,86,2879,42,311.9,602.8,128.0,3,480,104.2,9,0,5,0.3,45,2,DEF,45,BHA
125,Adam,Webster,3,1,88,2668,44,153.2,696.6,221.0,7,514,107.3,5,0,4,0.5,44,2,DEF,45,BHA
126,Neal,Maupay,10,3,131,2763,36,369.2,518.6,1519.0,21,361,240.5,8,0,3,1.8,57,4,FWD,60,BHA
127,Aaron,Mooy,2,2,80,2079,33,614.9,436.6,291.0,9,337,134.0,6,1,1,0.4,47,3,MID,50,BHA
128,Aaron,Connolly,3,3,61,1250,22,91.4,150.6,530.0,5,146,76.0,5,0,0,2.7,42,4,FWD,45,BHA
129,Tudor,Baluta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,2,DEF,40,BHA
130,Steven,Alzate,0,0,33,1181,18,214.1,202.0,205.0,0,183,62.3,3,0,1,0.1,44,3,MID,45,BHA
131,Ezequiel,Schelotto,0,0,9,357,7,12.7,38.4,65.0,0,40,11.4,0,0,2,0.6,39,2,DEF,40,BHA
132,Tariq,Lamptey,0,1,26,619,8,82.1,91.8,27.0,0,136,20.2,3,0,2,1.5,41,2,DEF,40,BHA
133,Alexis,Mac Allister,0,0,12,348,6,73.8,28.4,66.0,0,35,16.9,0,0,0,0.0,54,3,MID,55,BHA
134,Alex,Cochrane,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,BHA
135,Ben,Mee,1,2,110,2880,45,105.8,658.8,362.0,6,549,112.9,13,0,7,0.9,49,2,DEF,50,BUR
136,James,Tarkowski,2,3,143,3420,50,167.1,919.8,410.0,14,690,149.9,15,0,10,9.3,55,2,DEF,50,BUR
137,Matthew,Lowton,0,1,48,1530,31,181.7,294.2,15.0,1,270,49.2,6,0,2,0.3,42,2,DEF,45,BUR
138,Phil,Bardsley,0,2,78,1890,19,164.0,350.6,109.0,6,358,62.5,9,0,6,2.1,44,2,DEF,45,BUR
139,Charlie,Taylor,0,1,84,1944,18,243.0,382.6,19.0,5,375,64.7,10,0,3,2.1,43,2,DEF,45,BUR
140,Kevin,Long,0,0,21,562,5,1.3,104.8,24.0,0,93,13.0,2,0,0,0.3,43,2,DEF,45,BUR
141,Ben,Gibson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.1,39,2,DEF,40,BUR
142,Ashley,Barnes,6,0,61,1350,21,85.1,226.2,474.0,6,161,75.9,8,0,4,2.1,61,4,FWD,65,BUR
143,Chris,Wood,14,1,136,2436,33,299.6,552.2,1070.0,21,384,190.8,11,0,1,2.4,62,4,FWD,65,BUR
144,Matej,Vydra,2,1,39,807,7,113.3,144.2,273.0,3,112,53.3,5,0,0,0.1,51,4,FWD,55,BUR
145,Nick,Pope,0,0,170,3420,50,30.3,900.0,2.0,23,789,93.1,15,0,1,23.1,52,1,GK,45,BUR
146,Joe,Hart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.0,42,1,GK,45,BUR
147,Johann Berg,Gudmundsson,1,1,30,617,7,215.4,118.6,108.0,1,98,44.1,3,0,0,0.4,59,3,MID,60,BUR
148,Dwight,McNeil,2,7,123,3339,48,931.4,644.2,430.0,6,529,200.6,16,0,5,1.0,60,3,MID,60,BUR
149,Robbie,Brady,1,2,32,445,10,102.1,118.6,128.0,0,112,34.9,1,0,1,0.0,55,3,MID,55,BUR
150,Steven,Defour,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,3,MID,55,BUR
151,Jeff,Hendrick,2,2,67,1930,30,213.7,269.8,282.0,4,197,76.5,10,0,8,0.1,54,3,MID,55,BUR
152,Ashley,Westwood,2,7,118,3150,39,814.2,596.8,135.0,11,567,154.7,15,0,9,0.8,55,3,MID,55,BUR
153,Jack,Cork,0,0,70,2614,41,198.2,313.2,311.0,0,301,82.4,12,0,1,0.2,49,3,MID,50,BUR
154,Aaron,Lennon,0,0,15,485,15,37.8,45.0,12.0,0,51,9.6,0,0,4,0.1,46,3,MID,50,BUR
155,Erik,Pieters,0,5,77,1876,35,273.8,355.4,90.0,10,359,71.6,6,0,2,6.7,43,2,DEF,45,BUR
156,Jay,Rodriguez,8,2,100,2002,34,135.0,431.4,827.0,9,282,137.8,7,0,1,1.0,57,4,FWD,60,BUR
157,Bailey,Peacock-Farrell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,1,GK,45,BUR
158,Mace,Goodridge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BUR
159,Anthony,Driscoll-Glennon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,2,DEF,40,BUR
160,Abd-Al-Ali Morakinyo Olaposi,Koiki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,BUR
161,Josh,Brownhill,0,0,21,805,10,58.5,101.2,49.0,0,111,20.8,4,0,2,0.0,48,3,MID,50,BUR
162,Jimmy,Dunne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,BUR
163,Bobby,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,BUR
164,Max,Thompson,0,0,1,2,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,4,FWD,45,BUR
165,Lukas,Jensen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,BUR
166,Josh,Benson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BUR
167,Joel,Mumbongo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,BUR
168,Marcos,Alonso,4,4,100,1429,18,413.4,411.8,420.0,11,395,124.3,7,0,4,3.1,61,2,DEF,65,CHE
169,Antonio,Rüdiger,2,0,63,1710,24,93.3,389.4,194.0,5,351,67.7,5,0,3,0.7,59,2,DEF,60,CHE
170,César,Azpilicueta,2,6,130,3229,53,708.7,905.2,438.0,16,700,205.4,8,0,1,8.8,61,2,DEF,60,CHE
171,Emerson,Palmieri dos Santos,0,0,19,1022,21,298.7,207.8,225.0,0,181,73.2,1,0,3,0.7,54,2,DEF,55,CHE
172,Andreas,Christensen,0,0,34,1751,33,70.9,353.6,96.0,0,325,52.1,3,0,5,0.7,48,2,DEF,50,CHE
173,Davide,Zappacosta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,2,DEF,45,CHE
174,Olivier,Giroud,8,1,68,988,16,144.8,316.2,598.0,5,253,105.4,6,0,1,3.2,67,4,FWD,70,CHE
175,Kepa,Arrizabalaga,0,0,90,2970,47,0.0,503.6,0.0,0,507,50.2,8,0,0,4.3,54,1,GK,55,CHE
176,Willy,Caballero,0,0,13,450,7,0.0,90.2,0.0,0,74,9.0,1,0,0,0.2,48,1,GK,50,CHE
177,Willian,Borges Da Silva,9,9,168,2595,35,1177.7,834.8,930.0,26,698,294.6,10,0,4,10.7,73,3,MID,70,CHE
178,Pedro,Rodríguez Ledesma,1,2,32,659,12,227.1,161.4,349.0,1,127,73.8,2,0,1,1.1,68,3,MID,70,CHE
179,Ruben,Loftus-Cheek,0,1,12,203,3,30.2,30.8,33.0,0,37,9.2,1,0,0,0.1,59,3,MID,65,CHE
180,Callum,Hudson-Odoi,1,5,53,849,14,341.4,235.2,325.0,3,197,89.9,2,0,1,0.4,51,3,MID,60,CHE
181,Ross,Barkley,1,5,61,1095,14,344.3,266.0,373.0,5,208,98.2,5,0,0,1.6,56,3,MID,60,CHE
182,Jorge Luiz,Frello Filho,4,3,92,2376,40,422.4,600.0,158.0,9,535,118.4,6,0,10,2.8,49,3,MID,50,CHE
183,N'Golo,Kanté,3,0,57,1730,25,424.5,422.8,214.0,2,294,106.3,3,0,4,3.5,50,3,MID,50,CHE
184,Ethan,Ampadu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,3,MID,45,CHE
185,Christian,Pulisic,9,8,127,1717,28,426.0,556.2,1059.0,8,379,204.2,6,0,0,13.0,74,3,MID,75,CHE
186,Mateo,Kovacic,1,3,68,2065,37,458.5,497.0,186.0,6,461,114.0,4,0,8,0.9,53,3,MID,55,CHE
187,Kurt,Zouma,0,0,62,2343,37,40.1,518.0,162.0,2,432,71.7,7,0,6,1.7,47,2,DEF,50,CHE
188,Tammy,Abraham,15,6,153,2206,34,283.2,659.6,1301.0,20,461,223.3,7,0,2,14.0,73,4,FWD,70,CHE
189,Michy,Batshuayi,1,2,28,224,8,42.9,61.8,185.0,1,59,28.3,0,0,0,0.5,66,4,FWD,70,CHE
190,Robert Kenedy,Nunes do Nascimento,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,52,3,MID,55,CHE
191,Mason,Mount,7,6,137,2865,44,814.0,641.2,974.0,11,510,242.8,9,0,3,12.7,60,3,MID,60,CHE
192,Reece,James,0,2,61,1510,23,428.8,343.6,143.0,5,373,91.8,5,0,1,0.9,49,2,DEF,50,CHE
193,Fikayo,Tomori,1,0,48,1291,18,68.6,335.4,79.0,7,271,48.5,4,0,3,1.4,42,2,DEF,45,CHE
194,Billy,Gilmour,0,0,9,191,3,55.3,31.4,5.0,0,41,9.1,1,0,0,0.3,41,3,MID,45,CHE
195,Addji Keaninkin Marc-Israel,Guehi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,2,DEF,40,CHE
196,Faustino,Anjorin,0,0,1,19,0,1.2,0.0,9.0,0,1,1.0,0,0,0,0.0,45,3,MID,45,CHE
197,Armando,Broja,0,0,1,4,0,0.3,0.0,0.0,0,2,0.0,0,0,0,0.0,45,4,FWD,45,CHE
198,Lewis,Bate,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CHE
199,Patrick,van Aanholt,3,2,109,2507,38,516.0,531.2,285.0,12,523,133.4,8,0,0,4.7,56,2,DEF,55,CRY
200,James,Tomkins,1,1,48,1582,23,27.7,384.0,121.0,4,260,53.3,3,0,5,0.2,49,2,DEF,50,CRY
201,Mamadou,Sakho,0,0,11,929,21,15.9,179.2,6.0,0,148,20.2,0,1,1,0.1,50,2,DEF,50,CRY
202,Joel,Ward,0,1,77,2380,36,117.0,427.0,49.0,8,392,59.5,7,0,4,1.5,43,2,DEF,45,CRY
203,Scott,Dann,0,1,51,1264,14,58.3,250.2,177.0,3,253,48.6,5,0,0,0.2,43,2,DEF,45,CRY
204,Martin,Kelly,0,1,64,1547,16,96.5,305.4,15.0,4,288,41.7,6,0,0,14.7,41,2,DEF,40,CRY
205,Christian,Benteke,2,1,42,1252,18,248.3,231.8,632.0,1,133,110.9,5,1,4,0.5,57,4,FWD,60,CRY
206,Connor,Wickham,1,1,15,90,2,34.5,59.8,64.0,2,48,15.8,0,0,0,1.8,43,4,FWD,45,CRY
207,Vicente,Guaita,0,0,137,3150,42,0.0,827.2,0.0,16,643,82.6,10,0,1,1.6,49,1,GK,50,CRY
208,Wayne,Hennessey,0,0,7,270,8,0.0,110.4,0.0,0,58,11.0,0,0,0,0.6,42,1,GK,45,CRY
209,Wilfried,Zaha,4,6,120,3279,46,588.0,572.0,1103.0,4,337,226.4,9,0,5,8.4,66,3,MID,70,CRY
210,Luka,Milivojevic,3,1,81,2510,38,499.1,460.0,190.0,9,382,114.9,7,0,12,1.9,67,3,MID,70,CRY
211,Andros,Townsend,1,1,48,1284,23,247.1,246.4,122.0,0,221,61.6,3,0,0,0.9,56,3,MID,60,CRY
212,Max,Meyer,0,0,23,645,11,68.9,68.0,103.0,0,67,23.8,1,0,1,0.1,52,3,MID,55,CRY
213,Jeffrey,Schlupp,3,1,51,1030,16,101.9,240.0,266.0,4,148,60.8,4,0,2,0.1,54,3,MID,55,CRY
214,James,McArthur,0,4,92,3091,38,486.6,586.6,421.0,2,420,149.6,11,0,6,0.6,52,3,MID,55,CRY
215,Cheikhou,Kouyaté,1,2,85,2524,36,162.3,394.6,279.0,4,288,83.5,10,0,4,0.2,48,3,MID,50,CRY
216,Luke,Dreher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,3,MID,45,CRY
217,James,McCarthy,0,0,41,1668,29,268.3,268.8,80.0,0,205,61.8,2,0,9,0.9,42,3,MID,45,CRY
218,Jordan,Ayew,9,3,132,3148,45,445.6,597.4,885.0,19,443,192.4,12,0,6,7.3,51,4,FWD,50,CRY
219,Gary,Cahill,0,1,70,2167,35,40.0,448.4,342.0,4,395,83.4,7,0,1,1.2,43,2,DEF,45,CRY
220,Víctor,Camarasa,0,0,1,5,0,0.1,0.2,0.0,0,3,0.0,0,0,0,0.1,45,3,MID,50,CRY
221,Jairo,Riedewald,0,0,22,761,9,47.1,117.0,27.0,0,116,19.1,0,0,0,0.0,45,3,MID,45,CRY
222,Stephen,Henderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,1,GK,40,CRY
223,Sam,Woods,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,2,DEF,40,CRY
224,Tyrick,Mitchell,0,0,4,193,4,58.7,36.4,2.0,0,23,9.7,0,0,1,0.1,40,2,DEF,40,CRY
225,Brandon,Pierrick,0,0,2,13,0,21.0,6.4,2.0,0,7,2.9,0,0,0,0.0,45,3,MID,45,CRY
226,James,Daly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,CRY
227,Nya,Kirby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CRY
228,Giovanni,McGregor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CRY
229,Nikola,Tavares,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,CRY
230,John-Kymani,Gordon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CRY
231,Alex,Iwobi,1,0,52,1591,30,383.7,246.4,329.0,2,227,95.9,4,0,0,0.9,56,3,MID,60,EVE
232,Lucas,Digne,0,8,120,3031,49,1112.0,743.0,293.0,16,646,215.0,9,0,6,13.4,59,2,DEF,60,EVE
233,Yerry,Mina,2,1,78,2281,37,87.2,535.4,422.0,8,419,104.4,5,0,3,1.9,53,2,DEF,55,EVE
234,Michael,Keane,2,0,90,2556,42,80.0,666.4,204.0,9,490,95.2,7,0,3,2.4,52,2,DEF,55,EVE
235,Seamus,Coleman,0,1,55,1833,29,149.0,321.2,175.0,2,325,64.6,5,1,3,1.2,53,2,DEF,55,EVE
236,Leighton,Baines,0,1,14,400,8,123.8,81.8,5.0,0,89,21.2,0,0,0,0.2,49,2,DEF,50,EVE
237,Cenk,Tosun,2,0,24,462,6,63.4,89.0,229.0,1,86,37.7,2,0,0,0.1,57,4,FWD,60,EVE
238,Dominic,Calvert-Lewin,13,1,126,2621,43,241.4,562.8,1272.0,15,385,206.3,8,0,9,7.9,61,4,FWD,60,EVE
239,Jordan,Pickford,0,0,117,3420,56,13.0,755.6,0.0,5,626,76.7,9,0,2,6.3,52,1,GK,55,EVE
240,Maarten,Stekelenburg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,7.2,39,1,GK,40,EVE
241,Richarlison,de Andrade,13,5,165,3070,51,478.1,814.6,1233.0,13,519,252.3,9,0,8,9.2,82,3,MID,80,EVE
242,Gylfi,Sigurdsson,2,4,95,2555,45,765.1,454.6,484.0,7,397,170.5,6,0,3,2.4,73,3,MID,80,EVE
243,Bernard,Anício Caldeira Duarte,3,2,72,1269,12,349.1,315.0,236.0,6,237,89.8,9,0,2,0.6,64,3,MID,65,EVE
244,Theo,Walcott,2,4,63,1281,19,289.1,225.0,521.0,1,186,103.7,4,0,1,0.4,62,3,MID,65,EVE
245,Tom,Davies,1,1,59,2020,34,122.6,270.4,262.0,3,233,65.5,5,0,8,0.1,53,3,MID,55,EVE
246,Ademola,Lookman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,EVE
247,Idrissa,Gueye,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,EVE
248,Morgan,Schneiderlin,0,0,18,998,20,78.5,143.2,32.0,0,132,25.5,1,1,4,0.5,44,3,MID,45,EVE
249,Fabian,Delph,0,0,24,1187,24,146.7,183.0,24.0,2,202,35.4,2,1,3,0.2,53,2,DEF,55,EVE
250,André Filipe,Tavares Gomes,0,1,39,1457,20,179.4,156.6,33.0,3,184,36.4,5,0,6,0.3,52,3,MID,55,EVE
251,Lewis,Gibson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,2,DEF,45,EVE
252,Mason,Holgate,0,4,71,2052,34,63.9,465.4,152.0,6,412,68.3,5,0,5,1.6,42,2,DEF,45,EVE
253,Jonas,Lössl,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,1,GK,45,EVE
254,Moise,Kean,2,2,53,830,15,136.5,153.6,429.0,5,138,71.1,1,0,1,1.4,63,4,FWD,70,EVE
255,Jean-Philippe,Gbamin,0,0,4,135,0,6.3,20.0,0.0,0,14,2.6,1,0,0,0.0,48,3,MID,50,EVE
256,Djibril,Sidibé,0,4,74,1818,30,341.5,463.0,121.0,10,386,92.5,5,0,3,0.7,50,2,DEF,55,EVE
257,Beni,Baningime,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,3,MID,45,EVE
258,Anthony,Gordon,0,1,17,436,6,98.4,76.0,44.0,1,63,21.8,0,0,0,0.1,45,4,FWD,45,EVE
259,Oumar,Niasse,0,0,3,19,2,1.8,7.0,0.0,0,1,0.9,0,0,0,0.0,45,4,FWD,45,EVE
260,Rhu-endly,Martina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,2,DEF,40,EVE
261,João Manuel,Neves Virgínia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,EVE
262,Jarrad,Branthwaite,0,0,11,299,6,2.2,66.0,0.0,2,69,6.9,1,0,0,0.4,40,2,DEF,40,EVE
263,Ellis,Simms,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,EVE
264,Ricardo Domingos,Barbosa Pereira,3,2,123,2520,27,446.5,738.0,235.0,11,568,141.9,10,0,1,7.7,62,2,DEF,60,LEI
265,Benjamin,Chilwell,3,3,114,2374,26,545.4,546.0,208.0,8,501,130.0,9,0,3,6.3,54,2,DEF,55,LEI
266,Jonny,Evans,1,2,128,3384,41,131.9,755.2,325.0,12,707,121.4,13,1,7,5.7,53,2,DEF,50,LEI
267,Christian,Fuchs,0,0,26,770,10,53.5,144.4,20.0,2,139,21.8,2,0,0,0.3,42,2,DEF,45,LEI
268,Çaglar,Söyüncü,1,1,120,3036,35,79.0,755.6,238.0,12,681,107.5,12,1,4,9.3,49,2,DEF,45,LEI
269,Wes,Morgan,0,0,19,430,6,2.1,85.8,58.0,2,87,14.5,1,0,0,0.6,41,2,DEF,45,LEI
270,Jamie,Vardy,23,7,210,3032,38,418.4,1026.0,1455.0,34,775,288.8,11,0,3,27.2,97,4,FWD,90,LEI
271,Kelechi,Iheanacho,5,4,64,953,9,204.2,288.2,603.0,7,204,109.4,3,0,1,0.5,57,4,FWD,60,LEI
272,Kasper,Schmeichel,0,0,156,3420,41,30.0,863.4,2.0,10,707,89.6,13,0,2,12.8,55,1,GK,50,LEI
273,Eldin,Jakupovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,1,GK,45,LEI
274,Danny,Ward,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,1,GK,45,LEI
275,James,Maddison,6,5,125,2624,26,1246.4,642.4,702.0,14,548,259.2,10,0,4,12.1,73,3,MID,70,LEI
276,Harvey,Barnes,6,10,133,2075,24,517.4,525.0,893.0,9,394,193.7,9,0,0,2.1,58,3,MID,60,LEI
277,Rachid,Ghezzal,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,51,3,MID,55,LEI
278,Marc,Albrighton,0,3,38,857,11,287.9,190.6,102.0,1,185,58.1,3,0,2,0.2,51,3,MID,55,LEI
279,Demarai,Gray,2,4,44,605,6,242.3,205.4,263.0,0,151,70.8,1,0,1,0.3,50,3,MID,55,LEI
280,Wilfred,Ndidi,2,1,85,2671,32,254.4,611.6,205.0,5,443,107.2,12,0,6,1.7,50,3,MID,50,LEI
281,Matty,James,0,0,1,5,0,0.1,0.4,0.0,0,3,0.1,0,0,0,0.2,43,3,MID,45,LEI
282,Daniel,Amartey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,42,3,MID,45,LEI
283,Nampalys,Mendy,0,0,11,288,3,51.8,57.4,9.0,0,71,11.8,1,0,0,0.8,43,3,MID,45,LEI
284,Hamza,Choudhury,1,1,35,883,12,70.0,177.6,83.0,0,153,33.1,3,1,2,0.7,42,3,MID,45,LEI
285,Ayoze,Pérez,8,5,129,1998,25,443.9,547.4,779.0,9,402,177.3,9,0,0,5.0,60,3,MID,65,LEI
286,Ryan,Bennett,0,0,32,932,17,41.0,161.4,16.0,2,176,21.8,3,0,2,0.3,48,2,DEF,50,LEI
287,James,Justin,0,1,35,1010,14,195.0,240.6,61.0,0,196,49.6,4,0,1,0.6,47,2,DEF,50,LEI
288,Youri,Tielemans,3,6,117,2823,35,805.4,566.6,502.0,5,531,187.6,12,0,2,3.7,61,3,MID,65,LEI
289,Andy,King,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42,3,MID,45,LEI
