,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position,initial_cost,team_name
215,Danny,Ings,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2,54,4,FWD,60,LIV
216,Divock,Origi,7,4,96,1469,18,264.4,360.0,551,8,297,116.1,7,0,0,5.5,60,4,FWD,70,LIV
217,Joe,Hart,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,1.0,53,1,GK,55,MCI
218,Willy,Caballero,0,0,64,1452,13,0.0,266.6,0,1,295,26.8,6,0,0,3.8,48,1,GK,50,MCI
219,Aleksandar,Kolarov,1,1,95,2535,27,296.4,639.0,223,7,558,116.0,9,0,6,3.1,58,2,DEF,60,MCI
220,Pablo,Zabaleta,1,1,45,1065,18,167.7,238.6,113,5,230,52.1,2,0,2,1.2,47,2,DEF,50,MCI
221,Vincent,Kompany,3,0,57,820,6,32.9,249.0,123,6,227,40.6,5,0,5,3.2,60,2,DEF,60,MCI
222,Gaël,Clichy,1,0,87,2123,24,314.8,407.4,38,9,493,76.1,8,0,2,1.9,52,2,DEF,55,MCI
223,Bacary,Sagna,0,1,55,1346,14,152.1,223.2,53,3,316,42.8,6,0,2,1.7,53,2,DEF,55,MCI
224,Eliaquim,Mangala,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.3,54,2,DEF,55,MCI
225,Nicolás,Otamendi,1,2,100,2592,28,125.6,772.4,276,10,640,117.6,9,0,9,3.2,59,2,DEF,60,MCI
226,Fabian,Delph,1,0,13,224,4,42.3,68.2,43,0,62,15.3,0,0,1,0.1,47,3,MID,50,MCI
227,Raheem,Sterling,7,14,149,2509,27,688.3,527.0,1170,11,468,237.7,9,0,7,10.6,75,3,MID,80,MCI
228,Samir,Nasri,0,0,1,16,0,12.3,4.8,41,0,0,5.8,0,0,0,0.2,64,3,MID,65,MCI
229,David,Silva,4,9,130,2760,32,1388.4,671.2,801,12,621,286.2,12,0,6,2.8,86,3,MID,90,MCI
230,Gnegneri Yaya,Touré,5,0,86,1941,17,407.7,474.2,335,6,422,121.8,12,0,4,1.0,72,3,MID,80,MCI
231,Jesús,Navas,0,3,48,1064,17,359.9,161.0,163,6,245,68.3,2,0,2,0.6,61,3,MID,65,MCI
232,Fernando,Luiz Rosa,2,1,78,2755,27,575.7,546.6,364,3,483,148.5,10,2,4,1.5,53,3,MID,55,MCI
233,Fernando Francisco,Reges,0,0,18,568,10,65.7,115.2,29,1,106,21.0,1,0,3,0.2,47,3,MID,50,MCI
234,Kevin,De Bruyne,6,21,199,2877,34,1702.0,872.4,790,33,825,336.6,11,0,4,10.4,105,3,MID,105,MCI
235,Ilkay,Gündogan,3,1,41,704,8,209.6,186.8,199,2,196,59.6,3,0,0,1.3,49,3,MID,55,MCI
236,Manuel,Agudo Durán,4,3,54,777,7,238.4,210.0,411,2,170,85.6,3,1,3,1.0,84,3,MID,90,MCI
237,Oleksandr,Zinchenko,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,53,3,MID,55,MCI
238,Sergio,Agüero,20,5,175,2404,30,518.2,871.8,1853,32,640,323.9,8,1,4,17.6,127,4,FWD,130,MCI
239,Wilfried,Bony,2,0,29,684,12,116.9,103.0,271,3,92,49.0,3,0,1,0.6,69,4,FWD,75,STO
240,Kelechi,Iheanacho,4,3,52,537,9,193.7,224.0,463,6,180,87.4,1,0,0,2.3,60,4,FWD,70,MCI
241,David,de Gea,0,0,136,3150,29,10.0,542.4,0,5,575,55.0,14,0,2,33.2,55,1,GK,55,MNU
242,Sergio,Romero,0,0,23,180,0,0.0,77.2,0,3,80,7.7,2,0,0,0.2,47,1,GK,50,MNU
243,Chris,Smalling,1,1,52,1217,16,36.1,342.6,95,1,282,47.4,4,0,0,1.1,58,2,DEF,60,MNU
244,Phil,Jones,0,0,55,1584,14,35.2,437.8,89,4,362,56.3,5,0,2,0.7,45,2,DEF,50,MNU
245,Guillermo,Varela,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,45,2,DEF,45,MNU
246,Luke,Shaw,0,3,45,688,6,160.5,139.2,64,4,202,36.5,4,0,1,6.4,52,2,DEF,55,MNU
247,Marcos,Rojo,1,0,77,1663,13,71.0,446.4,147,7,394,66.5,8,0,5,0.7,52,2,DEF,55,MNU
248,Patrick,McNair,0,0,12,353,9,51.1,30.6,28,0,58,10.7,1,0,0,0.2,42,2,DEF,45,SUN
249,Antonio,Valencia,1,3,120,2483,20,614.8,547.2,243,9,612,140.6,12,0,5,12.4,58,2,DEF,55,MNU
250,Matteo,Darmian,0,0,70,1333,8,74.0,206.0,13,6,319,29.4,9,0,3,1.0,50,2,DEF,55,MNU
251,Cameron,Borthwick-Jackson,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,44,2,DEF,45,MNU
252,Timothy,Fosu-Mensah,0,0,9,97,0,2.9,12.8,8,0,36,2.4,1,0,0,0.2,41,2,DEF,45,MNU
253,Daley,Blind,1,2,98,1830,17,426.6,534.0,122,14,525,108.2,9,0,2,4.7,52,2,DEF,55,MNU
254,Eric,Bailly,0,0,105,2058,15,31.0,481.2,98,14,542,61.2,13,0,4,8.3,55,2,DEF,55,MNU
255,Juan,Mata,6,3,102,1614,16,747.5,457.6,598,14,457,179.9,10,0,3,2.0,72,3,MID,75,MNU
256,Marouane,Fellaini,1,0,48,1604,14,281.9,299.0,333,0,259,90.9,10,1,8,0.3,58,3,MID,60,MNU
257,Memphis,Depay,0,0,3,24,1,1.8,1.2,4,0,6,0.7,0,0,1,0.2,71,3,MID,75,MNU
258,Michael,Carrick,0,0,42,1601,14,209.3,288.0,48,0,297,54.5,5,0,2,1.7,42,3,MID,45,MNU
259,Ashley,Young,0,1,26,760,6,167.0,147.4,61,1,154,37.6,4,0,2,0.1,50,3,MID,55,MNU
260,Adnan,Januzaj,0,3,49,1628,38,470.8,226.2,364,0,158,106.4,3,1,3,0.5,53,3,MID,55,SUN
261,Ander,Herrera,1,6,97,2465,18,720.8,593.2,276,11,559,159.2,13,1,5,2.2,62,3,MID,65,MNU
262,Andreas,Pereira,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,44,3,MID,45,MNU
263,Morgan,Schneiderlin,1,0,37,1073,14,112.3,216.2,90,1,214,42.0,5,0,2,0.4,45,3,MID,50,EVE
264,Bastian,Schweinsteiger,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,51,3,MID,55,MNU
265,Jesse,Lingard,1,3,60,1360,12,522.3,229.4,439,3,227,118.0,7,0,3,0.8,56,3,MID,60,MNU
266,Anthony,Martial,4,6,95,1553,13,399.1,382.8,579,9,302,136.2,9,0,2,2.5,92,3,MID,95,MNU
267,Henrikh,Mkhitaryan,4,1,73,1348,8,512.2,325.8,427,3,279,126.2,10,0,1,2.1,87,3,MID,95,MNU
268,Wayne,Rooney,5,5,76,1540,16,593.8,394.2,616,9,322,160.2,6,0,8,2.4,86,4,FWD,90,MNU
269,James,Wilson,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,50,4,FWD,50,MNU
270,Marcus,Rashford,5,3,76,1712,15,411.4,316.2,734,2,287,145.5,7,0,3,10.6,64,4,FWD,70,MNU
271,Zlatan,Ibrahimovic,17,7,163,2438,22,775.0,807.8,1694,28,540,327.3,11,0,7,22.8,114,4,FWD,115,MNU
272,Dimitrios,Konstantopoulos,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,41,1,GK,45,MID
273,Víctor,Valdés,0,0,102,2520,36,0.3,607.6,2,10,493,61.0,8,0,1,4.3,45,1,GK,45,MID
274,Daniel,Ayala,1,0,31,918,16,10.4,220.8,166,0,174,39.8,3,0,3,0.1,47,2,DEF,50,MID
275,George,Friend,0,3,59,1964,35,169.1,436.0,213,6,371,82.0,4,0,4,1.8,42,2,DEF,45,MID
276,Dael,Fry,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.5,40,2,DEF,40,MID
277,Ben,Gibson,1,1,121,3420,53,55.7,818.4,248,14,682,112.2,11,0,4,8.8,49,2,DEF,45,MID
278,Emilio,Nsue Lopez,0,0,10,320,5,31.9,47.6,38,0,49,11.9,1,0,0,0.2,41,2,DEF,45,MID
279,Bernardo,Espinosa Zúñiga,0,0,35,975,13,10.0,224.8,39,3,198,27.4,4,0,2,0.1,42,2,DEF,45,MID
280,Albert,Adomah,0,0,3,122,2,20.5,8.4,33,0,6,6.0,0,0,0,0.0,54,3,MID,55,MID
281,Stewart,Downing,1,3,77,2214,39,566.9,324.6,283,3,364,117.7,7,0,1,0.4,48,3,MID,55,MID
282,Adam,Clayton,0,2,70,2804,45,323.3,454.6,71,0,427,84.8,10,0,10,0.8,43,3,MID,45,MID
283,Grant,Leadbitter,1,0,28,710,12,139.9,93.4,88,1,125,31.9,3,0,1,0.0,43,3,MID,50,MID
284,Adam,Reach,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,44,3,MID,45,MID
285,Adam,Forshaw,0,2,77,2695,36,511.6,275.6,240,3,401,102.5,9,0,4,0.4,45,3,MID,45,MID
286,Carlos,De Pena,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2,42,3,MID,45,MID
287,Julien,de Sart,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,43,3,MID,45,MID
288,Viktor,Fischer,0,3,25,438,6,121.7,82.6,165,0,91,37.0,1,0,0,0.2,49,3,MID,55,MID
289,Marten,de Roon,4,1,91,2773,44,245.8,370.6,390,5,399,100.1,8,0,8,1.8,43,3,MID,45,MID
290,David,Nugent,0,0,4,43,0,3.3,3.4,2,0,11,0.7,0,0,0,0.2,46,4,FWD,50,MID
291,Jordan,Rhodes,0,0,8,211,2,28.0,21.6,104,0,21,15.4,0,0,0,0.2,54,4,FWD,60,MID
292,Cristhian,Stuani,4,0,54,1355,15,132.4,224.0,430,4,203,78.3,4,0,4,2.4,46,4,FWD,50,MID
293,Fraser,Forster,0,0,134,3420,48,10.0,553.6,0,4,625,56.4,14,0,3,5.0,50,1,GK,50,SOU
294,Paulo,Gazzaniga,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,45,1,GK,45,SOU
295,Ryan,Bertrand,2,5,123,2507,36,442.4,517.4,255,9,575,121.5,12,0,3,3.9,56,2,DEF,55,SOU
296,Jose,Fonte,0,0,98,2934,46,128.0,654.4,221,10,592,100.2,11,0,4,3.2,53,2,DEF,55,WHU
297,Maya,Yoshida,1,1,78,2070,32,62.8,532.6,277,8,469,87.5,7,0,2,5.9,45,2,DEF,45,SOU
298,Matt,Targett,0,0,12,373,4,87.9,64.6,12,0,80,16.5,1,0,0,0.2,41,2,DEF,45,SOU
299,Florin,Gardos,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,40,2,DEF,40,SOU
300,Cédric,Soares,0,3,102,2515,36,648.9,591.0,155,11,584,139.6,11,0,7,2.7,49,2,DEF,50,SOU
301,Cuco,Martina,0,0,31,592,6,114.7,94.2,20,5,140,22.7,3,0,0,0.4,43,2,DEF,45,SOU
302,Virgil,van Dijk,1,0,75,1852,23,81.1,546.2,232,14,435,86.0,7,1,3,5.3,56,2,DEF,55,SOU
303,Nathan,Redmond,7,1,126,2898,40,880.3,545.6,1021,13,483,243.8,12,1,2,7.4,59,3,MID,60,SOU
304,Steven,Davis,0,3,77,2643,37,573.0,437.6,379,0,450,138.9,10,0,3,0.5,51,3,MID,55,SOU
305,James,Ward-Prowse,4,4,92,1883,26,729.1,427.4,448,5,377,160.7,9,0,4,1.4,50,3,MID,55,SOU
306,Harrison,Reed,0,0,3,64,1,1.4,11.0,0,0,16,1.3,0,0,0,0.1,43,3,MID,45,SOU
307,Dusan,Tadic,3,7,108,2411,29,1144.1,455.4,819,4,376,242.0,13,0,4,2.0,69,3,MID,75,SOU
308,Jordy,Clasie,1,1,38,1022,15,129.1,122.4,94,3,157,33.3,2,0,3,0.1,46,3,MID,50,SOU
309,Oriol,Romeu Vidal,1,0,80,3071,42,280.5,585.6,240,4,566,110.7,13,0,11,0.8,44,3,MID,45,SOU
310,Jay,Rodriguez,5,2,73,893,15,132.8,255.2,507,8,170,89.4,3,0,0,0.3,59,3,MID,65,SOU
311,Pierre-Emile,Højbjerg,0,0,38,1300,16,305.0,222.0,216,0,232,74.1,6,0,2,1.6,42,3,MID,45,SOU
312,Shane,Long,3,2,57,1262,23,231.6,201.6,584,2,159,100.1,2,0,2,3.0,61,4,FWD,65,SOU
313,Charlie,Austin,6,1,62,934,8,134.3,274.2,573,10,218,97.9,6,0,1,1.8,63,4,FWD,65,SOU
314,Shay,Given,0,0,13,450,14,0.0,144.8,0,3,92,14.4,0,0,1,0.4,42,1,GK,45,STO
315,Jack,Butland,0,0,20,450,8,0.0,121.8,0,2,104,12.2,2,0,0,0.9,45,1,GK,50,STO
316,Jakob,Haugaard,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,43,1,GK,45,STO
317,Ryan,Shawcross,1,2,94,3150,53,65.3,732.2,395,6,549,119.3,9,0,6,1.7,49,2,DEF,50,STO
318,Marc,Wilson,0,0,0,255,7,34.5,63.0,5,0,29,10.3,0,0,3,2.3,38,2,DEF,40,WBA
319,Geoff,Cameron,0,1,58,1629,25,165.0,354.4,174,5,340,69.6,6,0,1,0.4,42,2,DEF,45,STO
320,Erik,Pieters,0,2,103,3151,50,353.8,583.2,130,9,614,107.1,10,0,5,6.7,46,2,DEF,45,STO
321,Marc,Muniesa,1,0,34,650,7,59.7,172.4,50,3,153,28.2,3,0,2,0.8,40,2,DEF,45,STO
322,Phil,Bardsley,0,0,27,1168,17,146.7,155.0,51,0,174,35.4,3,1,4,0.1,42,2,DEF,45,STO
323,Philipp,Wollscheid,0,0,1,180,5,3.4,36.4,10,0,23,5.0,0,0,1,0.2,45,2,DEF,45,STO
324,Glen,Johnson,0,0,56,1957,34,176.1,350.0,101,3,376,62.8,6,0,1,0.1,47,2,DEF,50,STO
325,Dionatan do Nascimento,Teixeira,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.4,40,2,DEF,40,STO
326,Stephen,Ireland,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,44,3,MID,45,STO
327,Charlie,Adam,1,4,59,1491,23,477.6,263.4,328,5,218,106.7,6,0,7,0.3,46,3,MID,50,STO
328,Glenn,Whelan,0,1,62,2276,40,336.6,392.6,41,3,380,77.0,7,0,5,0.7,42,3,MID,45,STO
329,Jonathan,Walters,4,3,72,1304,22,198.7,294.0,487,3,195,98.0,6,0,1,0.1,53,3,MID,60,STO
330,Marko,Arnautovic,6,7,117,2713,43,768.7,530.4,861,8,401,216.2,9,1,9,1.0,71,3,MID,75,STO
331,Ibrahim,Afellay,0,0,15,384,5,55.2,32.0,63,0,63,14.8,0,0,0,0.0,54,3,MID,55,STO
332,Xherdan,Shaqiri,4,2,80,1699,21,672.9,293.6,453,8,275,141.6,8,0,2,3.0,60,3,MID,65,STO
333,Giannelli,Imbula,0,1,24,796,20,111.3,65.0,44,1,126,22.0,2,0,1,0.1,45,3,MID,50,STO
334,Bojan,Krkic,3,0,30,475,12,84.5,125.4,114,4,93,32.1,0,0,1,0.7,55,3,MID,60,STO
335,Peter,Crouch,7,3,79,1343,23,260.9,346.6,664,7,262,126.8,4,0,3,3.4,44,4,FWD,50,STO
336,Mame Biram,Diouf,1,2,51,1385,26,148.6,198.0,340,2,190,68.4,5,0,3,0.3,57,4,FWD,60,STO
337,Jose Luis,Mato Sanmartín,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,53,4,FWD,55,STO
338,Vito,Mannone,0,0,34,810,19,0.0,247.0,0,6,187,24.8,2,0,0,0.6,40,1,GK,45,SUN
339,Jordan,Pickford,0,0,102,2610,50,40.0,933.0,0,9,608,97.4,4,0,0,11.0,42,1,GK,40,SUN
340,Younes,Kaboul,2,0,57,1910,36,31.5,443.2,243,1,342,71.8,4,0,2,0.6,43,2,DEF,45,WAT
341,John,O'Shea,0,1,47,2158,42,21.3,453.4,98,3,335,57.0,3,0,5,0.4,44,2,DEF,45,SUN
342,Billy,Jones,1,0,56,2270,49,387.5,476.8,270,6,368,113.5,5,0,8,0.1,44,2,DEF,45,SUN
343,Patrick,van Aanholt,5,1,98,2498,53,534.2,616.0,383,9,534,153.5,5,0,3,3.6,49,2,DEF,50,CRY
344,Adam,Matthews,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,SUN
345,Lamine,Koné,1,0,69,2545,46,35.6,624.0,339,5,451,100.2,5,0,4,1.7,42,2,DEF,45,SUN
346,Jan,Kirchhoff,0,1,12,433,11,30.1,53.6,26,0,61,10.9,0,0,1,0.0,42,3,MID,45,SUN
347,Lee,Cattermole,0,0,12,633,13,47.3,65.0,12,0,63,12.6,0,0,4,0.1,42,3,MID,45,SUN
348,Sebastian,Larsson,0,3,40,1468,35,402.5,206.0,109,0,219,71.4,3,1,4,0.0,47,3,MID,50,SUN
349,Jack,Rodwell,0,1,38,1492,32,131.0,235.0,233,1,200,60.0,2,0,4,0.6,43,3,MID,45,SUN
350,Jeremain,Lens,0,0,2,69,1,31.3,14.2,52,0,12,9.7,0,0,0,0.0,59,3,MID,60,SUN
351,Wahbi,Khazri,1,0,31,849,21,332.2,112.2,203,3,96,64.9,1,0,6,0.1,60,3,MID,65,SUN
352,Duncan,Watmore,0,5,43,1025,20,159.7,118.6,241,1,125,51.4,2,0,1,0.1,47,3,MID,50,SUN
353,Fabio,Borini,2,0,49,1742,34,257.3,217.0,406,3,177,87.4,5,0,5,0.6,51,4,FWD,55,SUN
354,Jermain,Defoe,15,3,166,3322,63,274.5,630.4,1379,24,529,227.0,6,0,1,16.1,74,4,FWD,70,SUN
355,Lukasz,Fabianski,0,0,116,3330,69,0.1,780.4,0,8,650,78.1,8,0,1,3.6,48,1,GK,50,SWA
356,Kristoffer,Nordfeldt,0,0,3,90,1,0.0,24.8,0,0,12,2.5,0,0,0,3.4,39,1,GK,40,SWA
357,Kyle,Naughton,1,0,82,2714,48,407.5,589.0,216,7,528,121.3,8,0,5,2.1,44,2,DEF,45,SWA
358,Ashley,Williams,1,3,127,3160,40,119.1,927.6,289,9,739,133.9,13,1,7,8.7,52,2,DEF,50,EVE
359,Neil,Taylor,0,1,22,920,26,84.1,149.2,12,0,160,24.6,2,0,1,0.1,41,2,DEF,45,SWA
360,Angel,Rangel,1,0,26,831,24,122.7,221.8,54,1,190,40.0,1,0,1,0.2,41,2,DEF,45,SWA
361,Jordi,Amat,0,0,21,1409,36,29.2,332.2,106,0,237,46.8,2,0,5,7.4,38,2,DEF,40,SWA
362,Federico,Fernández,0,1,63,2430,41,38.2,579.4,206,4,435,82.9,6,0,7,1.9,42,2,DEF,45,SWA
363,Franck,Tabanou,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,44,2,DEF,45,SWA
364,Stephen,Kingsley,0,0,29,1036,20,106.8,140.2,15,2,192,26.2,3,0,0,8.9,39,2,DEF,40,SWA
365,Mike,van der Hoorn,1,0,16,662,20,1.2,191.6,50,0,125,24.3,1,0,1,0.2,43,2,DEF,45,SWA
366,Jack,Cork,0,1,50,2232,51,222.0,331.2,168,0,348,71.6,3,0,7,0.1,46,3,MID,50,SWA
367,Gylfi,Sigurdsson,9,13,181,3327,70,1302.7,905.4,1074,18,684,328.3,7,0,2,10.8,74,3,MID,75,SWA
368,Wayne,Routledge,3,2,74,1917,42,428.5,273.2,355,2,228,105.5,5,0,1,0.3,45,3,MID,50,SWA
369,Leon,Britton,0,0,32,1163,24,72.8,127.8,10,0,200,21.2,5,0,3,0.1,44,3,MID,45,SWA
370,Jay,Fulton,0,0,19,690,15,53.3,85.4,47,0,92,18.7,3,0,2,0.0,44,3,MID,45,SWA
371,Sung-yueng,Ki,0,1,41,1291,28,210.9,160.4,77,0,220,44.4,4,0,3,0.1,50,3,MID,55,SWA
372,Jefferson,Montero,0,1,18,380,9,134.3,82.4,99,0,76,31.5,0,0,0,0.1,50,3,MID,55,SWA
373,André,Ayew,6,3,89,1439,25,233.4,324.4,505,5,257,105.6,6,0,1,1.0,71,3,MID,75,WHU
374,Leroy,Fer,6,2,95,2405,49,333.9,507.6,443,5,429,128.3,4,0,9,4.6,48,3,MID,50,SWA
375,Nathan,Dyer,0,1,12,214,11,57.5,40.0,48,0,47,14.6,0,0,0,0.1,47,3,MID,50,SWA
376,Bafétimbi,Gomis,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,65,4,FWD,65,SWA
377,Marvin,Emnes,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.3,44,4,FWD,45,SWA
378,Modou,Barrow,0,2,34,1145,23,332.7,153.6,223,0,136,70.5,4,0,1,0.6,50,4,FWD,50,SWA
379,Hugo,Lloris,0,0,143,3004,24,20.0,664.6,2,6,665,68.7,15,0,0,7.9,55,1,GK,55,TOT
380,Michel,Vorm,0,0,17,416,2,0.0,70.4,0,0,81,6.9,2,0,0,0.3,48,1,GK,50,TOT
381,Toby,Alderweireld,1,0,120,2601,17,102.2,618.4,363,4,611,108.6,14,0,1,9.6,64,2,DEF,65,TOT
382,Danny,Rose,2,3,84,1530,11,371.5,387.4,237,6,357,99.6,8,0,8,4.3,58,2,DEF,60,TOT
383,Kyle,Walker,0,6,142,2701,21,570.5,564.0,264,18,640,140.2,14,0,8,27.6,62,2,DEF,55,TOT
384,Jan,Vertonghen,0,0,126,2894,21,121.1,790.8,138,8,733,105.1,15,0,5,7.7,58,2,DEF,55,TOT
385,Ben,Davies,1,3,90,1739,13,449.6,452.0,156,5,443,105.8,8,0,1,5.2,50,2,DEF,50,TOT
386,Kieran,Trippier,0,5,51,568,3,185.6,183.8,35,7,202,40.6,3,0,1,0.4,47,2,DEF,50,TOT
387,Kevin,Wimmer,0,0,2,357,4,14.4,39.4,0,0,26,5.4,0,0,3,0.1,45,2,DEF,50,TOT
388,DeAndre,Yedlin,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2,44,2,DEF,45,TOT
389,Eric,Dier,2,0,93,3043,24,223.8,663.6,315,4,505,120.7,16,0,6,5.1,50,3,MID,55,TOT
390,Mousa,Dembélé,1,2,76,2056,17,409.7,407.2,121,6,456,94.2,11,0,5,0.5,54,3,MID,55,TOT
391,Nacer,Chadli,5,6,110,2135,32,538.8,412.0,543,8,359,148.7,6,0,2,1.4,58,3,MID,65,WBA
392,Erik,Lamela,1,1,28,595,2,275.2,121.8,225,4,93,62.2,4,0,1,3.3,66,3,MID,70,TOT
393,Christian,Eriksen,8,20,218,3159,24,1679.2,974.6,1244,30,798,389.7,16,0,0,17.9,89,3,MID,85,TOT
394,Nabil,Bentaleb,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,45,3,MID,45,TOT
395,Ryan,Mason,1,0,26,927,27,149.6,116.0,137,0,126,39.8,0,0,4,0.0,46,3,MID,50,HUL
396,Tom,Carroll,1,2,52,1389,18,268.2,253.8,86,4,243,61.0,5,0,1,2.6,41,3,MID,45,SWA
397,Bamidele,Alli,18,11,225,3036,22,778.7,969.6,1270,17,679,301.7,17,0,4,32.3,91,3,MID,85,TOT
398,Joshua,Onomah,0,0,5,22,0,4.4,7.4,18,0,17,3.0,0,0,0,0.1,42,3,MID,45,TOT
399,Victor,Wanyama,4,2,103,3012,25,486.0,609.6,480,7,578,157.7,12,0,10,2.9,48,3,MID,50,TOT
400,Alex,Pritchard,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,45,3,MID,45,TOT
401,Heung-Min,Son,14,9,174,2063,18,642.3,753.4,1161,13,512,255.6,10,0,2,11.0,72,3,MID,75,TOT
402,Harry,Kane,29,7,224,2523,19,548.4,1279.0,1530,33,920,336.0,14,0,3,23.3,119,4,FWD,110,TOT
403,Clinton,N'Jie,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,59,4,FWD,60,TOT
404,Vincent,Janssen,2,3,55,845,8,241.3,158.0,501,3,134,89.4,3,0,0,0.8,75,4,FWD,80,TOT
405,Costel,Pantilimon,0,0,2,83,4,0.0,41.6,0,0,20,4.1,0,0,0,0.4,42,1,GK,45,WAT
406,Heurelho,Gomes,0,0,113,3337,64,10.0,834.4,0,6,681,84.4,7,0,1,1.7,49,1,GK,50,WAT
407,Craig,Cathcart,0,1,31,1162,21,61.7,225.2,45,3,183,33.2,2,0,3,0.2,43,2,DEF,45,WAT
408,Sebastian,Prödl,1,2,67,2770,49,111.3,624.0,302,3,441,103.8,5,1,10,0.8,43,2,DEF,45,WAT
409,Juan Carlos,Paredes,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,3.8,40,2,DEF,40,WAT
410,José,Holebas,2,4,87,2905,61,567.6,666.8,211,9,547,144.6,7,0,14,3.0,46,2,DEF,45,WAT
411,Allan-Roméo,Nyom,0,2,74,2638,39,214.3,461.0,109,6,419,78.3,5,0,8,1.3,44,2,DEF,45,WBA
412,Miguel,Britos,1,2,71,2280,36,96.7,531.2,280,8,413,90.9,6,2,6,0.7,42,2,DEF,45,WAT
413,Christian,Kabasele,2,0,35,771,15,49.1,200.4,166,1,143,41.7,1,0,1,0.0,48,2,DEF,50,WAT
414,Adlène,Guédioura,0,1,26,861,20,169.2,123.6,100,0,131,38.7,0,0,2,0.1,42,3,MID,45,MID
415,Etienne,Capoue,7,2,131,3204,60,696.8,577.6,513,14,544,178.7,7,0,5,22.9,45,3,MID,45,WAT
416,Almen,Abdi,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,50,3,MID,50,WAT
417,Ben,Watson,0,0,1,54,2,1.3,5.6,0,0,6,0.6,0,1,0,0.6,42,3,MID,45,WAT
418,Ikechi,Anya,0,0,1,10,0,0.0,0.0,0,0,3,0.0,0,0,0,0.0,45,3,MID,45,WAT
419,Valon,Behrami,0,0,48,2030,39,101.9,208.2,24,0,258,33.6,5,0,7,0.2,45,3,MID,45,WAT
420,Steven,Berghuis,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,50,3,MID,50,WAT
421,Nordin,Amrabat,0,3,65,2091,51,494.3,282.4,368,5,263,113.9,4,0,4,0.1,50,3,MID,50,WAT
422,Mario,Suárez,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,45,3,MID,45,WAT
423,Isaac,Success,1,1,28,519,9,96.7,146.2,225,0,87,46.8,1,0,2,0.0,57,3,MID,60,WAT
424,Troy,Deeney,10,4,130,2944,52,555.9,617.4,900,18,441,206.8,6,0,7,4.8,66,4,FWD,70,WAT
425,Odion,Ighalo,1,1,39,1291,29,173.8,93.6,440,2,84,70.0,2,0,1,2.4,68,4,FWD,75,WAT
426,Mamadou Obbi,Oularé,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,WAT
427,Jerome,Sinclair,0,0,6,116,1,14.3,1.0,22,0,11,3.5,0,0,0,0.2,48,4,FWD,50,WAT
428,Boaz,Myhill,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.4,41,1,GK,45,WBA
429,Ben,Foster,0,0,113,3420,51,20.3,767.0,5,4,629,79.5,6,0,2,12.6,47,1,GK,45,WBA
430,Jonny,Evans,2,1,79,2637,39,117.5,626.6,259,7,478,100.6,4,0,8,4.1,44,2,DEF,45,WBA
