,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position,initial_cost,team_name
45,Marc,Pugh,0,0,32,974,17,195.5,99.2,224.0,0,97,51.6,5,0,2,0.1,47,3,MID,50,BOU
46,Andrew,Surman,2,5,82,1851,29,261.1,458.0,121.0,9,363,84.0,5,0,2,3.1,43,3,MID,45,BOU
47,Junior,Stanislas,5,3,75,1285,22,377.2,394.8,483.0,7,285,125.1,2,0,1,0.3,57,3,MID,60,BOU
48,Dan,Gosling,2,1,59,1941,41,262.2,396.4,274.0,4,254,93.3,1,0,8,0.1,48,3,MID,50,BOU
49,Max,Gradel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,BOU
50,Jordon,Ibe,2,6,85,1988,33,602.7,362.0,610.0,5,289,157.3,4,0,1,1.0,46,3,MID,50,BOU
51,Lewis,Cook,0,2,58,2234,42,423.3,456.4,126.0,0,337,100.7,3,0,5,1.2,43,3,MID,45,BOU
52,Ryan,Fraser,5,3,97,2003,38,646.6,492.8,413.0,13,390,155.0,2,0,0,0.7,51,3,MID,55,BOU
53,Callum,Wilson,8,2,102,1981,33,288.4,392.2,799.0,13,282,147.5,6,0,0,4.5,56,4,FWD,60,BOU
54,Benik,Afobe,0,1,24,534,12,62.6,33.8,219.0,0,73,31.3,0,0,0,0.2,57,4,FWD,60,BOU
55,Lys,Mousset,2,0,36,581,16,69.5,120.4,252.0,3,106,43.9,1,0,1,0.2,49,4,FWD,50,BOU
56,Joshua,King,8,4,110,2450,38,556.7,577.0,902.0,10,381,203.7,7,0,3,1.9,70,4,FWD,75,BOU
57,Jermain,Defoe,4,2,60,1075,21,144.9,209.4,539.0,5,191,88.9,2,0,1,1.4,76,4,FWD,80,BOU
58,Aaron,Ramsdale,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,1,GK,40,BOU
59,Jack,Simpson,0,0,1,71,2,0.0,6.2,0.0,0,10,0.6,0,0,0,0.2,40,2,DEF,40,BOU
60,Emerson,Hyndman,0,0,1,58,1,12.5,5.0,0.0,0,6,1.8,0,0,0,0.0,45,3,MID,45,BOU
61,Connor,Mahoney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BOU
62,Matt,Butcher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BOU
63,Kyle,Taylor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BOU
64,Niki,Mäenpää,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,39,1,GK,40,BRI
65,Mathew,Ryan,0,0,146,3420,54,0.0,911.6,0.0,13,726,91.1,10,0,0,3.4,46,1,GK,45,BRI
66,Lewis,Dunk,1,1,97,3420,54,147.8,1002.8,425.0,7,637,157.9,10,0,7,2.9,45,2,DEF,45,BRI
67,Shane,Duffy,0,2,100,3292,52,98.9,1027.6,361.0,7,614,148.9,10,0,8,2.9,46,2,DEF,45,BRI
68,Uwe,Hünemeier,0,0,1,17,1,0.3,7.0,2.0,0,5,0.9,0,0,0,5.6,38,2,DEF,40,BRI
69,Bruno,Saltor Grau,0,0,84,2014,23,174.1,360.4,35.0,8,423,57.2,10,0,3,0.8,45,2,DEF,45,BRI
70,Gaëtan,Bong,0,0,63,2237,36,154.6,346.2,18.0,5,369,52.1,6,0,2,0.2,44,2,DEF,45,BRI
71,Liam,Rosenior,0,0,3,163,3,4.7,28.8,2.0,0,22,3.6,0,0,0,3.0,39,2,DEF,40,BRI
72,Connor,Goldson,0,0,6,199,5,3.5,40.4,55.0,0,36,9.9,1,0,1,2.6,39,2,DEF,40,BRI
73,Anthony,Knockaert,3,1,88,2415,29,557.2,404.0,530.0,6,383,149.1,11,1,4,0.6,55,3,MID,60,BRI
74,Dale,Stephens,0,3,87,3240,50,272.5,625.8,176.0,2,550,107.7,10,0,6,1.2,45,3,MID,45,BRI
75,Beram,Kayal,0,0,25,735,14,137.0,111.2,48.0,0,115,29.6,1,0,2,0.1,44,3,MID,45,BRI
76,Steve,Sidwell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,3,MID,45,BRI
77,Solomon,March,1,3,74,1838,29,320.9,357.4,316.0,3,303,99.8,6,0,3,0.2,48,3,MID,50,BRI
78,Jiri,Skalak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,3,MID,50,BRI
79,Oliver,Norwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BRI
80,Jamie,Murphy,0,0,6,166,4,15.5,11.8,24.0,0,25,5.1,0,0,0,0.0,47,3,MID,50,BRI
81,Pascal,Groß,7,8,164,2928,46,1311.0,735.4,527.0,24,635,257.6,10,0,2,15.4,59,3,MID,55,BRI
82,Glenn,Murray,12,0,111,2184,36,271.8,492.4,779.0,16,319,153.1,8,0,9,5.7,59,4,FWD,60,BRI
83,Tomer,Hemed,2,2,43,842,8,66.1,152.0,227.0,5,110,44.2,3,0,0,1.0,46,4,FWD,50,BRI
84,Sam,Baldock,0,0,2,30,1,0.8,0.4,6.0,0,4,0.7,0,0,0,0.0,49,4,FWD,50,BRI
85,Leonardo,Ulloa,1,0,20,279,4,94.2,68.0,66.0,0,66,22.7,1,0,0,0.3,48,4,FWD,50,BRI
86,Markus,Suttner,0,0,38,1178,18,105.6,187.4,17.0,3,204,30.8,4,0,0,0.4,42,2,DEF,45,BRI
87,Isaiah,Brown,0,0,16,302,8,86.2,33.2,25.0,0,60,14.5,0,0,0,0.0,52,3,MID,55,BRI
88,Davy,Pröpper,0,4,87,3118,50,297.1,535.8,255.0,1,446,108.9,9,1,2,0.1,53,3,MID,55,BRI
89,José Heriberto,Izquierdo Mena,5,5,101,1976,32,311.3,385.4,618.0,4,324,131.3,5,0,2,0.3,59,3,MID,60,BRI
90,Ezequiel,Schelotto,0,0,20,1313,30,99.2,210.0,73.0,0,183,38.2,0,0,3,0.1,44,2,DEF,45,BRI
91,Tim,Krul,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39,1,GK,40,BRI
92,Jayson,Molumby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BRI
93,Jürgen,Locadia,1,1,16,221,8,24.6,50.4,89.0,2,47,15.8,1,0,0,0.0,60,4,FWD,60,BRI
94,Tom,Heaton,0,0,8,305,4,0.0,53.4,0.0,0,48,5.3,0,0,0,1.7,47,1,GK,50,BUR
95,Paul,Robinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,1,GK,45,BUR
96,Matthew,Lowton,0,3,89,2295,26,264.9,574.6,46.0,4,450,89.0,8,0,1,4.9,44,2,DEF,45,BUR
97,Ben,Mee,0,0,90,2610,27,74.5,748.6,349.0,6,491,117.3,9,0,5,7.3,49,2,DEF,45,BUR
98,Stephen,Ward,1,1,102,2460,27,270.9,498.4,82.0,9,484,85.4,9,0,1,8.5,48,2,DEF,45,BUR
99,James,Tarkowski,0,1,101,2790,30,98.4,822.0,253.0,4,539,117.8,11,0,5,5.1,46,2,DEF,45,BUR
100,Kevin,Long,1,2,57,1440,21,64.8,460.0,220.0,6,282,74.5,4,0,1,7.5,41,2,DEF,40,BUR
101,Charlie,Taylor,0,0,23,949,12,86.8,184.2,4.0,0,132,27.5,2,0,3,0.4,42,2,DEF,45,BUR
102,Scott,Arfield,2,2,56,1330,15,120.2,233.2,246.0,6,185,60.1,6,0,3,0.2,49,3,MID,50,BUR
103,Dean,Marney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,3,MID,45,BUR
104,Johann Berg,Gudmundsson,2,9,117,2831,33,1052.0,599.0,539.0,7,467,219.2,10,0,2,1.9,50,3,MID,50,BUR
105,Steven,Defour,1,1,62,1998,17,310.8,353.8,117.0,0,353,78.4,12,0,6,0.3,54,3,MID,55,BUR
106,Jeff,Hendrick,2,2,85,2326,28,408.2,265.6,335.0,1,307,100.9,9,0,1,0.2,54,3,MID,55,BUR
107,Robbie,Brady,1,4,56,1277,12,477.9,273.8,221.0,7,216,97.3,6,0,3,0.4,53,3,MID,55,BUR
108,Ashley,Westwood,0,1,35,1105,17,134.8,182.4,90.0,1,189,40.7,2,0,2,0.1,43,3,MID,45,BUR
109,Jonathan,Walters,0,0,3,36,2,0.7,1.2,12.0,0,3,1.1,0,0,0,0.1,51,3,MID,55,BUR
110,Jack,Cork,2,1,100,3420,39,332.8,589.6,265.0,6,533,119.0,12,0,7,3.6,45,3,MID,45,BUR
111,Sam,Vokes,4,2,63,977,16,128.0,208.4,384.0,7,170,71.1,2,0,3,2.1,57,4,FWD,60,BUR
112,Ashley,Barnes,9,0,92,2150,23,274.8,407.2,797.0,9,290,145.8,5,0,10,3.2,53,4,FWD,55,BUR
113,Aaron,Lennon,0,4,65,1906,30,203.2,232.2,297.0,0,204,73.3,6,0,2,0.2,54,3,MID,55,BUR
114,Nahki,Wells,0,0,9,46,3,3.5,7.2,37.0,0,20,4.7,0,0,0,0.1,49,4,FWD,50,BUR
115,Phil,Bardsley,0,0,33,1125,13,117.5,229.4,35.0,0,193,38.3,4,0,5,0.3,40,2,DEF,45,BUR
116,Georges-Kévin,Nkoudou,0,0,11,223,2,49.3,26.0,41.0,0,21,11.2,1,0,1,0.0,53,3,MID,55,BUR
117,Nick,Pope,0,0,152,3114,35,40.0,862.4,0.0,19,701,90.1,11,0,3,10.1,50,1,GK,45,BUR
118,Chris,Wood,10,1,104,1621,11,203.5,442.0,692.0,20,314,133.8,10,0,1,1.7,62,4,FWD,65,BUR
119,Adam,Legzdins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,1,GK,40,BUR
120,Anders,Lindegaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,1,GK,40,BUR
121,Fredrik,Ulvestad,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,3,MID,45,BUR
122,Aiden,O'Neill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BUR
123,Dwight,McNeil,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,4,FWD,45,BUR
124,Olivier,Giroud,7,1,77,981,11,311.1,307.0,673.0,10,273,129.0,5,0,0,3.7,84,4,FWD,85,CHE
125,Thibaut,Courtois,0,0,136,3150,34,0.0,549.0,0.0,4,635,55.2,15,0,2,10.3,53,1,GK,55,CHE
126,Eduardo,dos Reis Carvalho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,1,GK,50,CHE
127,Willy,Caballero,0,0,11,270,4,0.0,55.2,0.0,0,54,5.5,1,0,0,0.1,48,1,GK,50,CHE
128,César,Azpilicueta,2,6,175,3330,38,535.7,967.4,168.0,25,913,167.5,15,0,1,21.0,69,2,DEF,65,CHE
129,Gary,Cahill,0,0,74,2082,27,55.6,496.6,99.0,2,447,65.4,9,1,1,3.0,62,2,DEF,65,CHE
130,Marcos,Alonso,7,2,165,2855,30,549.6,697.8,822.0,15,650,207.1,13,0,6,16.2,71,2,DEF,70,CHE
131,David,Luiz Moreira Marinho,1,2,32,838,13,22.3,210.2,65.0,0,186,29.6,3,1,3,8.1,57,2,DEF,60,CHE
132,Victor,Moses,3,6,131,2109,20,358.1,417.0,482.0,9,486,125.9,11,0,3,2.9,65,2,DEF,65,CHE
133,Antonio,Rüdiger,2,1,115,2336,22,83.0,546.6,217.0,8,557,84.8,12,0,4,3.3,58,2,DEF,60,CHE
134,Eden,Hazard,12,6,173,2417,27,1127.3,928.0,1115.0,24,699,317.3,12,0,2,6.4,105,3,MID,105,CHE
135,Cesc,Fàbregas,2,4,89,2300,26,1349.3,713.8,485.0,7,539,254.9,11,1,4,3.1,68,3,MID,70,CHE
136,Willian,Borges Da Silva,6,8,130,1874,19,891.5,640.0,715.0,13,522,224.5,9,0,1,12.6,70,3,MID,70,CHE
137,Pedro,Rodríguez Ledesma,4,2,81,1511,14,410.0,338.4,498.0,2,272,124.6,8,0,1,1.0,77,3,MID,80,CHE
138,N'Golo,Kanté,1,2,101,2994,32,638.2,676.0,199.0,9,655,151.7,16,0,3,11.7,49,3,MID,50,CHE
139,Michy,Batshuayi,2,1,25,351,7,39.0,99.4,123.0,3,77,25.7,1,0,0,0.5,81,4,FWD,85,CHE
140,Diego,Da Silva Costa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,95,4,FWD,100,CHE
141,Ross,Barkley,0,0,3,129,4,34.7,21.0,45.0,0,11,10.1,0,0,0,0.2,73,3,MID,75,CHE
142,Kasey,Palmer,0,0,4,168,2,25.6,20.0,27.0,0,9,7.2,1,0,2,0.0,53,3,MID,55,CHE
143,Daniel,Drinkwater,1,0,24,520,7,88.1,116.4,54.0,1,117,25.7,1,0,0,0.2,47,3,MID,50,CHE
144,Tiemoué,Bakayoko,2,2,77,2121,24,279.5,415.4,434.0,5,346,113.2,11,1,3,1.2,49,3,MID,50,CHE
145,Andreas,Christensen,0,0,79,2067,23,66.5,466.6,109.0,4,475,64.3,8,0,0,1.9,53,2,DEF,55,CHE
146,Charly,Musonda,0,1,6,35,0,18.5,20.6,14.0,0,15,5.0,0,0,0,0.0,48,3,MID,50,CHE
147,Álvaro,Morata,11,6,122,2055,19,478.9,620.6,1192.0,13,356,228.8,11,0,7,7.6,104,4,FWD,100,CHE
148,Fikayo,Tomori,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,2,DEF,45,CHE
149,Kyle,Scott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,3,MID,45,CHE
150,Jeremie,Boga,0,0,1,17,0,1.0,0.0,0.0,0,1,0.0,0,0,0,0.0,60,3,MID,60,CHE
151,Davide,Zappacosta,1,1,58,1087,15,245.3,255.2,329.0,1,226,82.6,5,0,0,0.2,59,2,DEF,60,CHE
152,Ethan,Ampadu,0,0,1,10,1,0.0,7.4,0.0,0,6,0.7,0,0,0,0.0,45,3,MID,45,CHE
153,Callum,Hudson-Odoi,0,0,2,27,1,1.7,8.8,27.0,0,11,3.8,0,0,0,0.0,45,3,MID,45,CHE
154,Dujon,Sterling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,2,DEF,45,CHE
155,Emerson,Palmieri dos Santos,0,1,14,278,4,28.7,61.8,48.0,0,68,13.8,1,0,0,0.1,52,2,DEF,55,CHE
156,Trevoh,Chalobah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,CHE
157,Ruben,Loftus-Cheek,2,5,77,1871,30,377.0,379.2,487.0,2,337,124.5,6,0,1,3.5,44,3,MID,45,CRY
158,Wayne,Hennessey,0,0,99,2430,41,10.0,603.8,0.0,11,506,61.4,7,0,1,3.1,44,1,GK,45,CRY
159,Julian,Speroni,0,0,36,990,14,0.0,213.6,0.0,3,175,21.3,2,0,0,2.9,40,1,GK,40,CRY
160,James,Tomkins,3,0,99,2386,32,22.4,712.6,309.0,9,512,104.7,9,0,8,4.4,44,2,DEF,45,CRY
161,Scott,Dann,1,0,32,1434,26,62.3,342.2,268.0,0,211,67.0,1,0,4,0.3,46,2,DEF,50,CRY
162,Joel,Ward,0,1,41,1613,25,163.5,340.6,58.0,0,276,56.3,4,0,4,0.2,47,2,DEF,50,CRY
163,Martin,Kelly,0,0,34,1193,21,25.7,222.6,84.0,1,185,33.3,4,0,1,0.6,41,2,DEF,45,CRY
164,Damien,Delaney,0,0,1,95,5,0.3,40.0,0.0,0,19,4.0,0,0,0,0.2,42,2,DEF,45,CRY
165,Pape,Souaré,0,0,1,8,0,1.1,0.2,0.0,0,3,0.1,0,0,0,0.0,45,2,DEF,45,CRY
166,Jeffrey,Schlupp,0,2,50,1742,30,189.7,339.6,155.0,0,281,68.6,3,0,3,0.2,47,2,DEF,50,CRY
167,Patrick,van Aanholt,5,1,95,2182,38,303.8,537.0,319.0,7,448,116.3,6,0,7,3.1,52,2,DEF,55,CRY
168,Jason,Puncheon,0,0,11,574,14,93.9,46.4,112.0,0,38,25.1,0,0,5,0.3,44,3,MID,50,CRY
169,Wilfried,Zaha,9,7,136,2549,31,716.9,668.0,1125.0,8,404,251.0,10,0,5,10.6,71,3,MID,70,CRY
170,James,McArthur,5,2,101,2425,35,333.0,490.6,566.0,9,416,138.9,7,0,5,4.7,44,3,MID,45,CRY
171,Chung-yong,Lee,0,0,8,131,3,32.0,4.4,10.0,0,23,4.6,0,0,0,0.3,42,3,MID,45,CRY
172,Yohan,Cabaye,0,4,73,2374,36,754.0,431.2,348.0,3,415,153.5,8,0,7,0.2,53,3,MID,55,CRY
173,Bakary,Sako,3,0,36,466,10,103.1,143.2,227.0,1,115,46.9,1,0,0,0.1,48,3,MID,50,CRY
174,Andros,Townsend,2,9,121,3120,48,1012.1,626.0,587.0,7,552,222.8,9,0,3,1.4,56,3,MID,60,CRY
175,Luka,Milivojevic,10,2,144,3079,52,379.0,873.8,432.0,21,630,168.6,8,0,8,13.5,52,3,MID,50,CRY
176,Connor,Wickham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,4,FWD,55,CRY
177,Christian,Benteke,3,7,84,2234,36,406.7,325.2,845.0,5,174,157.5,6,0,6,2.5,75,4,FWD,80,CRY
178,Mamadou,Sakho,1,2,81,1597,23,30.7,426.2,77.0,18,405,53.6,6,0,1,1.0,46,2,DEF,50,CRY
179,Timothy,Fosu-Mensah,0,0,39,1592,29,103.7,326.6,43.0,3,279,47.4,2,0,2,1.0,44,2,DEF,45,CRY
180,Jairo,Riedewald,0,0,23,435,6,21.5,74.4,12.0,0,100,10.6,2,0,0,0.1,46,2,DEF,50,CRY
181,Jason,Lokilo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,3,MID,45,CRY
182,Olayinka Fredrick Oladotun,Ladapo,0,0,1,16,1,1.1,0.4,0.0,0,3,0.2,0,0,0,1.0,45,4,FWD,45,CRY
183,Sullay,Kaikai,0,0,1,13,0,0.3,5.2,0.0,0,5,0.6,0,0,0,0.1,43,3,MID,45,CRY
184,Keshi,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,4,FWD,45,CRY
185,Levi,Lumeka,0,0,1,25,0,0.5,4.2,18.0,0,3,2.3,0,0,0,0.0,44,3,MID,45,CRY
186,Jordon,Mutch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CRY
187,Dion,Henry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,1,GK,40,CRY
188,Aaron,Wan-Bissaka,0,0,15,627,10,60.0,207.2,2.0,0,116,26.8,2,0,1,0.0,45,3,MID,45,CRY
189,Jaroslaw,Jach,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42,2,DEF,45,CRY
190,Erdal,Rakip,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,3,MID,50,CRY
191,Alexander,Sørloth,0,0,8,360,9,74.0,48.6,102.0,0,25,22.5,0,0,0,0.1,54,4,FWD,55,CRY
192,Nya,Kirby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CRY
193,Diego,Cavalieri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,CRY
194,James,Daly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,4,FWD,45,CRY
195,Theo,Walcott,3,3,62,1214,17,234.9,316.6,406.0,3,226,95.9,4,0,2,2.1,66,3,MID,75,EVE
196,Jordan,Pickford,0,0,145,3420,58,30.1,873.6,4.0,16,724,90.7,10,0,0,8.3,49,1,GK,50,EVE
197,Joel,Robles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,1,GK,45,EVE
198,Maarten,Stekelenburg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,42,1,GK,45,EVE
199,Leighton,Baines,2,3,82,1909,34,373.5,407.4,102.0,10,381,88.2,5,0,1,4.0,57,2,DEF,60,EVE
200,Seamus,Coleman,0,1,39,1035,12,113.7,227.6,69.0,0,198,41.2,4,0,0,0.5,64,2,DEF,65,EVE
201,Phil,Jagielka,0,0,60,2063,39,24.1,529.2,108.0,5,415,66.2,6,0,2,2.7,47,2,DEF,50,EVE
202,Matthew,Pennington,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,2,DEF,40,EVE
203,Ramiro,Funes Mori,0,0,3,119,2,0.9,29.2,6.0,0,14,3.6,0,0,1,0.0,49,2,DEF,50,EVE
204,Ashley,Williams,1,0,56,1830,31,39.0,518.0,132.0,3,332,68.9,5,1,3,2.1,52,2,DEF,55,EVE
205,Mason,Holgate,0,0,37,1183,14,93.9,285.8,105.0,0,214,48.5,4,0,3,1.0,40,2,DEF,45,EVE
206,Jonjoe,Kenny,0,2,50,1589,31,184.5,362.4,47.0,2,309,59.5,5,0,2,2.1,39,2,DEF,45,EVE
