Unnamed: 0,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position,initial_cost,team_name,name,id
509,Brandon,Williams,0,1,36,2119,52,289.3,371.0,80.0,4,346,74.5,2,0,8,4.6,39,2,DEF,40,NOR,Brandon Williams_290,290
510,Michael,McGovern,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,39,1,GK,40,NOR,Michael McGovern_313,313
511,Tim,Krul,0,0,90,2610,62,13.4,749.8,0.0,11,527,76.4,5,0,1,1.4,45,1,GK,45,NOR,Tim Krul_314,314
512,Teemu,Pukki,11,3,142,3253,79,355.7,527.4,1049.0,19,441,193.2,6,0,4,9.6,61,4,FWD,60,NOR,Teemu Pukki_315,315
513,Marco,Stiepermann,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,NOR,Marco Stiepermann_316,316
514,Lukas,Rupp,0,0,23,759,16,129.6,89.4,115.0,0,112,33.3,0,0,0,0.2,44,3,MID,45,NOR,Lukas Rupp_317,317
515,Kenny,McLean,1,0,69,2707,62,184.9,346.6,355.0,0,308,88.8,6,0,3,0.1,49,3,MID,50,NOR,Kenny McLean_318,318
516,Grant,Hanley,1,0,71,2897,70,73.4,746.6,220.0,4,508,104.1,6,0,2,0.2,44,2,DEF,45,NOR,Grant Hanley_319,319
517,Onel,Hernández,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,3,MID,50,NOR,Onel Hernández_320,320
518,Sam,Byram,0,0,20,1023,27,57.9,213.0,121.0,0,163,39.3,2,0,3,0.0,44,2,DEF,45,NOR,Sam Byram_321,321
519,Jordan,Hugill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,4,FWD,55,NOR,Jordan Hugill_322,322
520,Kieran,Dowell,1,1,41,905,24,243.3,133.8,80.0,1,122,45.4,2,0,0,0.1,51,3,MID,55,NOR,Kieran Dowell_323,323
521,Christoph,Zimmermann,0,0,0,156,8,0.5,19.8,7.0,0,16,2.8,0,0,0,0.0,44,2,DEF,45,NOR,Christoph Zimmermann_324,324
522,Todd,Cantwell,0,0,10,438,15,48.5,34.4,20.0,0,48,10.3,0,0,2,0.2,53,3,MID,55,NOR,Todd Cantwell_325,325
523,Max,Aarons,0,2,55,2879,69,315.2,497.0,166.0,2,413,97.4,4,0,8,0.9,43,2,DEF,45,NOR,Max Aarons_326,326
524,Jacob,Sørensen,0,0,9,600,18,12.2,104.6,86.0,0,92,20.4,0,0,0,0.0,43,2,DEF,45,NOR,Jacob Sørensen_327,327
525,Przemyslaw,Placheta,0,0,18,499,12,77.2,61.0,139.0,0,60,27.9,1,0,1,0.0,47,3,MID,50,NOR,Przemyslaw Placheta_328,328
526,Adam,Idah,1,2,36,617,11,84.0,120.2,187.0,3,107,38.5,1,0,0,0.5,48,4,FWD,50,NOR,Adam Idah_329,329
527,Josh,Martin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,NOR,Josh Martin_330,330
528,Andrew,Omobamidele,1,0,14,381,9,5.7,126.4,35.0,3,74,16.8,0,0,1,2.0,39,2,DEF,40,NOR,Andrew Omobamidele_331,331
529,Angus,Gunn,0,0,31,810,22,0.0,305.4,0.0,3,177,30.6,1,0,0,1.8,40,1,GK,40,NOR,Angus Gunn_448,448
530,Milot,Rashica,1,2,70,2228,56,488.5,286.8,437.0,0,191,121.4,4,0,0,0.1,52,3,MID,55,NOR,Milot Rashica_449,449
531,Ben,Gibson,0,0,53,2494,57,46.7,549.8,139.0,0,412,73.8,6,1,3,0.1,44,2,DEF,45,NOR,Ben Gibson_456,456
532,Dimitris,Giannoulis,0,1,39,1165,27,131.1,255.2,51.0,2,241,43.8,4,0,2,0.1,44,2,DEF,45,NOR,Dimitris Giannoulis_457,457
533,Pierre,Lees-Melou,1,2,70,2261,55,377.2,357.0,239.0,1,341,97.1,5,0,5,0.1,48,3,MID,50,NOR,Pierre Lees-Melou_471,471
534,Bali,Mumba,0,0,0,45,3,3.3,9.6,0.0,0,6,1.3,0,0,0,0.2,39,2,DEF,40,NOR,Bali Mumba_515,515
535,Joshua,Sargent,2,2,60,1566,33,166.7,189.0,323.0,3,205,68.0,4,0,1,0.2,54,4,FWD,55,NOR,Joshua Sargent_516,516
536,Christos,Tzolis,0,0,16,326,9,97.0,38.6,107.0,0,58,24.1,0,0,0,0.0,48,3,MID,50,NOR,Christos Tzolis_528,528
537,Ozan,Kabak,0,0,18,923,25,23.9,166.2,65.0,0,137,25.6,2,0,2,0.0,43,2,DEF,45,NOR,Ozan Kabak_580,580
538,Mathias,Normann,1,2,52,1643,40,208.2,273.0,111.0,3,206,58.9,4,0,6,0.1,45,3,MID,45,NOR,Mathias Normann_581,581
539,Jonathan,Tomkinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,NOR,Jonathan Tomkinson_643,643
540,Jonathan,Rowe,0,1,16,208,5,62.1,42.0,48.0,0,39,15.2,0,0,0,0.0,44,3,MID,45,NOR,Jonathan Rowe_648,648
541,Thomas,Dickson-Peters,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,NOR,Thomas Dickson-Peters_649,649
542,Jon,McCracken,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,1,GK,40,NOR,Jon McCracken_666,666
543,Liam,Gibbs,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,3,MID,45,NOR,Liam Gibbs_683,683
544,Abu,Kamara,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,4,FWD,45,NOR,Abu Kamara_715,715
545,Tony,Springett,0,0,3,140,6,21.7,14.4,27.0,0,11,6.3,0,0,1,0.0,45,3,MID,45,NOR,Tony Springett_716,716
546,Theo,Walcott,0,0,12,376,8,19.2,13.6,70.0,0,28,9.7,0,0,0,0.1,58,3,MID,60,SOU,Theo Walcott_332,332
547,Fraser,Forster,0,0,57,1710,35,0.0,559.8,0.0,6,330,56.2,3,0,1,1.2,44,1,GK,45,SOU,Fraser Forster_333,333
548,Alex,McCarthy,0,0,55,1530,27,10.0,320.2,0.0,3,286,33.1,5,0,1,1.2,43,1,GK,45,SOU,Alex McCarthy_334,334
549,Oriol,Romeu Vidal,2,2,88,2890,52,521.5,527.4,247.0,6,487,129.8,7,0,9,0.5,45,3,MID,45,SOU,Oriol Romeu Vidal_335,335
550,Nathan,Redmond,1,6,79,1827,33,506.7,330.4,289.0,6,313,112.6,4,0,0,0.1,59,3,MID,60,SOU,Nathan Redmond_336,336
551,Jack,Stephens,0,0,12,810,19,47.7,176.0,6.0,0,135,23.1,1,0,3,0.1,44,2,DEF,45,SOU,Jack Stephens_338,338
552,Stuart,Armstrong,2,1,57,1465,30,363.7,249.4,369.0,3,239,98.2,3,0,1,0.2,58,3,MID,60,SOU,Stuart Armstrong_339,339
553,James,Ward-Prowse,10,5,159,3215,65,1159.6,933.6,394.0,21,769,248.9,7,1,3,5.3,64,3,MID,65,SOU,James Ward-Prowse_341,341
554,Kyle,Walker-Peters,1,3,82,2630,49,364.1,465.2,423.0,7,481,124.9,6,0,5,1.1,48,2,DEF,50,SOU,Kyle Walker-Peters_342,342
555,Jan,Bednarek,4,0,94,2629,52,88.1,699.6,321.0,15,499,111.2,7,0,10,1.4,44,2,DEF,45,SOU,Jan Bednarek_343,343
556,Daniel,N'Lundulu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,SOU,Daniel N'Lundulu_344,344
557,Che,Adams,7,4,103,2034,40,337.0,425.8,800.0,11,333,156.4,5,0,0,2.6,65,4,FWD,70,SOU,Che Adams_345,345
558,Nathan,Tella,0,2,29,802,18,102.2,79.4,138.0,0,81,31.7,1,0,2,0.0,47,3,MID,50,SOU,Nathan Tella_346,346
559,William,Smallbone,0,0,5,132,5,15.7,7.2,8.0,0,25,3.1,0,0,0,0.0,45,3,MID,45,SOU,William Smallbone_347,347
560,Michael,Obafemi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.1,45,4,FWD,45,SOU,Michael Obafemi_348,348
561,Ibrahima,Diallo,0,3,44,1016,21,209.6,177.6,79.0,3,187,46.6,1,0,1,0.1,45,3,MID,45,SOU,Ibrahima Diallo_349,349
562,Moussa,Djenepo,0,0,13,452,10,87.0,45.2,126.0,0,21,25.8,1,0,3,0.0,52,3,MID,55,SOU,Moussa Djenepo_350,350
563,Mohammed,Salisu,0,0,58,2971,58,132.3,720.0,330.0,4,478,117.9,6,1,8,0.2,45,2,DEF,45,SOU,Mohammed Salisu_351,351
564,Romain,Perraud,0,1,38,1621,33,152.7,195.2,178.0,1,189,52.4,3,0,3,0.1,48,2,DEF,50,SOU,Romain Perraud_460,460
565,Tino,Livramento,1,2,80,2200,42,327.4,437.2,221.0,7,440,98.8,7,0,2,6.6,42,2,DEF,40,SOU,Tino Livramento_491,491
566,Mohamed,Elyounoussi,4,3,90,2039,35,331.1,379.8,719.0,6,243,142.8,8,0,4,0.2,54,3,MID,55,SOU,Mohamed Elyounoussi_517,517
567,Armando,Broja,6,2,92,1969,37,159.2,280.2,720.0,11,234,115.6,5,0,2,7.9,53,4,FWD,50,SOU,Armando Broja_518,518
568,Shane,Long,1,0,19,300,5,29.2,57.8,169.0,0,48,25.5,0,0,1,0.2,54,4,FWD,55,SOU,Shane Long_519,519
569,Adam,Armstrong,2,3,57,1409,31,173.9,179.2,567.0,3,150,91.3,4,0,1,1.4,57,4,FWD,60,SOU,Adam Armstrong_525,525
570,Yan,Valery,0,0,9,369,7,20.4,70.8,2.0,0,62,9.3,1,0,0,0.8,39,2,DEF,40,SOU,Yan Valery_546,546
571,Lyanco Evangelista,Silveira Neves Vojnovic,0,0,19,906,20,35.3,194.2,58.0,1,155,28.7,1,0,2,0.0,44,2,DEF,45,SOU,Lyanco Evangelista Silveira Neves Vojnovic_567,567
572,Harry,Lewis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,39,1,GK,40,SOU,Harry Lewis_637,637
573,Willy,Caballero,0,0,2,180,5,0.0,53.2,0.0,0,23,5.4,0,0,1,0.0,42,1,GK,45,SOU,Willy Caballero_641,641
574,Dynel,Simeu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,SOU,Dynel Simeu_665,665
575,Thierry,Small,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,SOU,Thierry Small_667,667
576,Kgaogelo,Chauke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,SOU,Kgaogelo Chauke_680,680
577,Tyler,Dibling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,SOU,Tyler Dibling_731,731
578,Joe,Hart,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,1,GK,45,TOT,Joe Hart_352,352
579,Hugo,Lloris,0,0,158,3420,40,23.0,743.6,0.0,11,703,76.6,16,0,2,8.5,55,1,GK,55,TOT,Hugo Lloris_353,353
580,Toby,Alderweireld,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,2,DEF,50,TOT,Toby Alderweireld_355,355
581,Erik,Lamela,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,60,3,MID,60,TOT,Erik Lamela_356,356
582,Harry,Kane,17,11,192,3231,40,637.9,969.4,1701.0,23,684,330.4,14,0,5,23.4,125,4,FWD,125,TOT,Harry Kane_357,357
583,Serge,Aurier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,49,2,DEF,50,TOT,Serge Aurier_358,358
584,Heung-Min,Son,23,10,258,3009,30,1037.8,1128.6,1211.0,27,819,338.2,18,0,2,35.6,112,3,MID,100,TOT,Heung-Min Son_359,359
585,Matt,Doherty,2,5,67,871,11,224.4,279.6,291.0,8,255,79.6,3,0,0,0.8,45,2,DEF,50,TOT,Matt Doherty_360,360
586,Eric,Dier,0,1,132,3071,30,116.3,710.6,195.0,7,680,102.2,16,0,1,6.5,47,2,DEF,45,TOT,Eric Dier_361,361
587,Lucas,Rodrigues Moura da Silva,2,6,87,1763,21,466.2,370.6,431.0,4,324,126.7,8,0,4,1.3,59,3,MID,65,TOT,Lucas Rodrigues Moura da Silva_362,362
588,Ben,Davies,1,2,105,2537,30,199.6,482.2,243.0,3,490,92.8,12,0,6,3.1,45,2,DEF,45,TOT,Ben Davies_248,248
588,Ben,Davies,1,2,105,2537,30,199.6,482.2,243.0,3,490,92.8,12,0,6,3.1,45,2,DEF,45,TOT,Ben Davies_364,364
589,Pierre-Emile,Højbjerg,2,3,109,3196,34,413.6,690.0,315.0,6,616,141.9,16,0,3,2.6,48,3,MID,50,TOT,Pierre-Emile Højbjerg_365,365
590,Harry,Winks,0,2,33,904,15,198.4,167.8,20.0,1,175,38.7,1,0,2,1.0,44,3,MID,45,TOT,Harry Winks_366,366
591,Davinson,Sánchez,2,1,93,1626,16,93.1,408.2,186.0,8,417,68.8,10,0,4,2.0,42,2,DEF,45,TOT,Davinson Sánchez_367,367
592,Ryan,Sessegnon,0,3,56,1046,11,178.1,159.2,129.0,3,231,46.6,6,0,2,2.1,44,2,DEF,45,TOT,Ryan Sessegnon_368,368
593,Steven,Bergwijn,3,2,55,548,6,101.2,163.6,273.0,3,138,53.7,3,0,1,0.4,59,3,MID,60,TOT,Steven Bergwijn_369,369
594,Sergio,Reguilón,2,4,104,1914,25,459.9,468.8,362.0,9,438,129.3,9,0,4,7.2,50,2,DEF,50,TOT,Sergio Reguilón_370,370
595,Japhet,Tanganga,0,0,29,735,11,48.1,118.0,108.0,0,133,27.5,5,1,2,0.8,42,2,DEF,45,TOT,Japhet Tanganga_371,371
596,Giovani,Lo Celso,0,0,11,231,5,77.6,33.4,59.0,0,41,16.8,0,0,0,0.1,59,3,MID,60,TOT,Giovani Lo Celso_372,372
597,Oliver,Skipp,0,0,34,1346,13,151.5,183.8,39.0,0,180,37.4,8,0,6,0.6,44,3,MID,45,TOT,Oliver Skipp_373,373
598,Joe,Rodon,0,0,3,87,3,0.7,19.6,0.0,0,17,2.0,0,0,0,0.1,42,2,DEF,45,TOT,Joe Rodon_374,374
599,Tanguy,Ndombele,1,1,22,481,11,83.1,99.8,122.0,0,85,30.4,0,0,1,0.2,57,3,MID,60,TOT,Tanguy Ndombele_375,375
600,Pierluigi,Gollini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,1,GK,45,TOT,Pierluigi Gollini_486,486
601,Bryan,Gil Salvatierra,0,0,9,86,1,37.3,22.8,25.0,0,32,8.5,0,0,0,0.1,57,3,MID,60,TOT,Bryan Gil Salvatierra_487,487
602,Cristian,Romero,1,0,63,1844,25,98.9,498.8,102.0,10,385,69.9,5,0,8,0.7,48,2,DEF,50,TOT,Cristian Romero_494,494
603,Dane,Scarlett,0,0,1,3,0,0.0,1.0,0.0,0,4,0.1,0,0,0,2.3,45,4,FWD,45,TOT,Dane Scarlett_520,520
604,Emerson Aparecido,Leite de Souza Junior,1,1,102,2282,26,446.1,454.6,298.0,8,489,120.0,10,0,5,2.5,46,2,DEF,50,TOT,Emerson Aparecido Leite de Souza Junior_588,588
605,Dilan,Markanday,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,TOT,Dilan Markanday_597,597
606,Tobi,Omole,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,2,DEF,40,TOT,Tobi Omole_598,598
607,Brandon,Austin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,TOT,Brandon Austin_659,659
608,Harvey,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,3,MID,45,TOT,Harvey White_668,668
609,Dejan,Kulusevski,5,9,99,1259,11,343.6,346.6,382.0,8,343,106.9,9,0,3,10.9,63,3,MID,60,TOT,Dejan Kulusevski_701,701
610,Rodrigo,Bentancur,0,4,52,1360,12,205.0,274.2,118.0,4,266,59.7,9,0,5,0.1,49,3,MID,50,TOT,Rodrigo Bentancur_702,702
611,Alfie,Devine,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,TOT,Alfie Devine_714,714
612,Jamie,Bowden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,TOT,Jamie Bowden_717,717
613,Marcel,Lavinier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,TOT,Marcel Lavinier_724,724
614,Matthew,Craig,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,TOT,Matthew Craig_729,729
615,Moussa,Sissoko,2,1,85,3220,73,513.2,558.4,308.0,1,408,138.1,4,0,5,2.3,43,3,MID,45,WAT,Moussa Sissoko_354,354
616,Ben,Foster,0,1,81,2340,49,10.0,559.2,0.0,9,433,57.0,4,0,0,19.7,42,1,GK,40,WAT,Ben Foster_376,376
617,Danny,Rose,0,0,7,688,16,80.5,104.8,39.0,0,75,22.4,0,0,4,0.2,42,2,DEF,45,WAT,Danny Rose_377,377
618,Dan,Gosling,1,0,11,164,5,17.3,13.4,7.0,0,44,3.7,1,0,0,0.0,47,3,MID,50,WAT,Dan Gosling_378,378
619,Craig,Cathcart,0,1,50,2394,55,46.4,504.6,42.0,1,393,59.3,3,0,3,0.2,42,2,DEF,45,WAT,Craig Cathcart_379,379
620,Troy,Deeney,0,0,2,23,1,10.6,2.2,14.0,0,5,2.7,0,0,0,0.3,54,4,FWD,55,WAT,Troy Deeney_380,380
621,Tom,Cleverley,0,2,48,1611,38,301.6,211.8,133.0,0,209,64.6,2,0,2,0.1,48,3,MID,50,WAT,Tom Cleverley_381,381
622,Francisco,Femenía Far,0,5,53,2143,49,393.9,404.0,36.0,1,385,83.7,2,0,2,0.1,43,2,DEF,45,WAT,Francisco Femenía Far_382,382
623,Andre,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,4,FWD,55,WAT,Andre Gray_383,383
624,Christian,Kabasele,0,0,21,1190,30,27.1,217.0,42.0,0,163,28.7,1,0,0,0.1,43,2,DEF,45,WAT,Christian Kabasele_384,384
625,Nathaniel,Chalobah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,WAT,Nathaniel Chalobah_385,385
626,William,Troost-Ekong,0,0,18,1388,30,14.1,252.6,17.0,0,171,28.4,0,0,3,0.1,43,2,DEF,45,WAT,William Troost-Ekong_387,387
627,Stipe,Perica,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,45,4,FWD,45,WAT,Stipe Perica_388,388
628,Daniel,Bachmann,0,0,25,1080,28,0.0,300.6,0.0,0,196,30.2,0,0,0,1.3,40,1,GK,45,WAT,Daniel Bachmann_389,389
629,Adam,Masina,0,1,25,1075,26,106.6,198.6,31.0,2,179,33.7,1,0,0,0.1,43,2,DEF,45,WAT,Adam Masina_390,390
630,Ken,Sema,0,0,26,844,16,159.9,84.8,51.0,0,81,29.5,2,0,1,0.0,52,3,MID,55,WAT,Ken Sema_391,391
631,Philip,Zinckernagel,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,3,MID,55,WAT,Philip Zinckernagel_392,392
632,Isaac,Success Ajayi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,50,4,FWD,50,WAT,Isaac Success Ajayi_393,393
633,Ayotomiwa,Dele-Bashiru,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,WAT,Ayotomiwa Dele-Bashiru_394,394
634,Ashley,Fletcher,0,0,3,28,0,0.5,9.0,20.0,0,5,3.0,0,0,0,0.2,48,4,FWD,50,WAT,Ashley Fletcher_395,395
635,Francisco,Sierralta,0,0,5,427,9,0.5,95.0,19.0,0,57,11.5,0,0,0,0.0,43,2,DEF,45,WAT,Francisco Sierralta_396,396
636,Domingos,Quina,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,WAT,Domingos Quina_397,397
637,Marc,Navarro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,2,DEF,40,WAT,Marc Navarro_398,398
638,Ismaila,Sarr,5,2,81,1862,40,298.1,342.4,540.0,9,217,118.0,2,0,2,2.7,57,3,MID,60,WAT,Ismaila Sarr_399,399
639,Jeremy,Ngakia,0,0,28,896,19,74.0,171.8,16.0,2,154,25.9,2,0,0,0.0,42,2,DEF,45,WAT,Jeremy Ngakia_400,400
640,Ben,Wilmot,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,2,DEF,45,WAT,Ben Wilmot_401,401
641,Joseph,Hungbo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,WAT,Joseph Hungbo_402,402
642,Imrân,Louza,0,0,31,1415,38,228.2,232.6,122.0,0,173,58.4,3,0,6,0.0,52,3,MID,55,WAT,Imrân Louza_403,403
643,João Pedro,Junqueira de Jesus,3,1,60,1634,35,279.6,318.2,587.0,4,207,118.8,2,0,1,0.5,54,4,FWD,55,WAT,João Pedro Junqueira de Jesus_404,404
644,Kwadwo,Baah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,3,MID,45,WAT,Kwadwo Baah_405,405
645,Emmanuel,Dennis,10,7,134,2579,60,453.4,667.6,932.0,21,425,205.2,3,1,7,20.0,58,4,FWD,50,WAT,Emmanuel Dennis_450,450
646,Matthew,Pollock,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40,2,DEF,40,WAT,Matthew Pollock_454,454
647,Oghenekaro Peter,Etebo,0,0,10,396,8,33.2,47.0,10.0,0,58,9.0,0,0,3,0.2,43,3,MID,45,WAT,Oghenekaro Peter Etebo_467,467
648,Joshua,King,5,4,87,2244,47,444.1,391.8,692.0,5,268,152.4,3,0,5,2.9,56,4,FWD,55,WAT,Joshua King_468,468
649,Adedapo,Awokoya-Mebude,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,4,FWD,45,WAT,Adedapo Awokoya-Mebude_469,469
650,Juan Camilo,Hernández Suárez,5,2,62,1138,34,289.4,303.6,397.0,8,247,98.5,1,0,3,1.6,49,4,FWD,50,WAT,Juan Camilo Hernández Suárez_472,472
651,Juraj,Kucka,1,2,54,1917,34,164.2,304.8,353.0,2,218,82.1,2,1,3,0.1,55,3,MID,55,WAT,Juraj Kucka_495,495
652,Ozan,Tufan,0,0,10,334,9,53.1,18.2,23.0,0,22,9.0,0,0,0,0.0,50,3,MID,50,WAT,Ozan Tufan_557,557
653,Robert,Elliot,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,1,GK,40,WAT,Robert Elliot_574,574
654,Nicolas,Nkoulou,0,0,5,167,2,10.7,23.4,0.0,0,27,3.5,0,0,0,0.0,44,2,DEF,45,WAT,Nicolas Nkoulou_618,618
655,James,Morris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,WAT,James Morris_633,633
656,Vincent,Angelini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,WAT,Vincent Angelini_642,642
657,Kamil,Conteh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,3,MID,45,WAT,Kamil Conteh_669,669
658,Hassane,Kamara,1,0,38,1622,37,152.5,352.0,45.0,3,299,54.7,3,1,3,0.1,45,2,DEF,45,WAT,Hassane Kamara_676,676
659,Samir,Caetano de Souza Santos,0,0,36,1674,36,24.7,292.2,121.0,0,272,43.9,4,0,4,0.0,45,2,DEF,45,WAT,Samir Caetano de Souza Santos_677,677
660,Edo,Kayembe,0,0,24,795,17,90.4,117.2,27.0,1,127,23.5,2,0,0,0.0,45,3,MID,50,WAT,Edo Kayembe_679,679
661,Samuel,Kalu,0,0,7,221,6,31.9,21.8,24.0,0,23,7.8,1,0,0,0.0,49,3,MID,50,WAT,Samuel Kalu_698,698
662,Shaqai,Forde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,4,FWD,45,WAT,Shaqai Forde_725,725
663,Tiago,Çukur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,WAT,Tiago Çukur_732,732
664,Adrian,Blake,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,WAT,Adrian Blake_733,733
665,Jack,Grieves,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,4,FWD,45,WAT,Jack Grieves_734,734
666,Kurt,Zouma,1,0,66,2078,29,32.8,496.2,131.0,5,388,66.2,5,0,1,1.2,54,2,DEF,55,WHU,Kurt Zouma_128,128
667,Mark,Noble,1,0,19,325,5,14.2,82.4,34.0,1,76,13.1,1,0,0,0.7,43,3,MID,45,WHU,Mark Noble_406,406
668,Darren,Randolph,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,1,GK,45,WHU,Darren Randolph_407,407
669,Lukasz,Fabianski,0,0,136,3330,50,0.0,887.0,0.0,9,661,88.6,8,0,2,2.8,50,1,GK,50,WHU,Lukasz Fabianski_408,408
670,Angelo,Ogbonna,1,0,40,921,11,5.3,167.0,67.0,6,182,24.0,3,0,1,0.2,49,2,DEF,50,WHU,Angelo Ogbonna_409,409
671,Winston,Reid,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39,2,DEF,40,WHU,Winston Reid_410,410
672,Aaron,Cresswell,2,4,115,2726,38,542.4,575.0,151.0,17,578,127.0,7,0,3,7.9,54,2,DEF,55,WHU,Aaron Cresswell_411,411
673,Andriy,Yarmolenko,1,0,25,303,4,62.9,75.2,150.0,0,73,28.5,1,0,1,0.1,50,3,MID,55,WHU,Andriy Yarmolenko_412,412
674,Michail,Antonio,10,10,140,2975,43,613.5,611.6,1263.0,14,441,247.6,7,1,6,24.3,73,4,FWD,75,WHU,Michail Antonio_413,413
675,Craig,Dawson,2,3,90,2752,43,61.6,684.2,387.0,1,466,113.5,6,1,4,0.8,49,2,DEF,50,WHU,Craig Dawson_414,414
676,Ryan,Fredericks,0,0,7,303,6,31.6,29.6,4.0,0,38,6.6,0,0,1,0.1,44,2,DEF,45,WHU,Ryan Fredericks_415,415
677,Manuel,Lanzini,5,3,92,1777,29,367.2,420.2,201.0,8,440,99.1,4,0,2,0.4,56,3,MID,60,WHU,Manuel Lanzini_416,416
678,Arthur,Masuaku,1,1,29,645,12,57.2,178.2,39.0,3,145,27.5,1,0,1,0.1,44,2,DEF,45,WHU,Arthur Masuaku_417,417
679,Vladimir,Coufal,0,4,70,2207,36,331.5,415.8,161.0,3,384,90.6,6,1,3,3.1,47,2,DEF,50,WHU,Vladimir Coufal_418,418
680,Saïd,Benrahma,8,6,138,2162,27,476.4,561.0,737.0,15,441,177.6,9,0,0,10.7,59,3,MID,60,WHU,Saïd Benrahma_419,419
