Unnamed: 0,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position,initial_cost,team_name,name,id
168,Jay,Rodriguez,2,3,60,1365,15,166.0,176.4,455.0,4,159,78.4,6,0,3,1.2,51,4,FWD,55,BUR,Jay Rodriguez_104,104
169,Ashley,Barnes,1,0,32,793,19,90.7,77.0,192.0,2,60,34.5,1,0,4,1.1,52,4,FWD,55,BUR,Ashley Barnes_105,105
170,Ben,Mee,3,0,74,1839,25,63.4,463.8,238.0,3,325,76.6,6,0,3,0.6,46,2,DEF,50,BUR,Ben Mee_106,106
171,Ashley,Westwood,0,4,63,2286,40,517.1,298.2,153.0,2,303,96.5,4,0,7,0.2,52,3,MID,55,BUR,Ashley Westwood_107,107
172,Johann Berg,Gudmundsson,0,1,33,1097,19,137.5,134.0,193.0,0,100,46.5,3,0,2,0.1,54,3,MID,55,BUR,Johann Berg Gudmundsson_108,108
173,Matthew,Lowton,1,3,65,1771,30,264.9,404.2,95.0,5,337,76.5,4,1,3,1.0,44,2,DEF,45,BUR,Matthew Lowton_110,110
174,Matej,Vydra,2,3,46,665,7,77.5,172.4,239.0,4,138,48.4,2,0,1,0.5,52,4,FWD,55,BUR,Matej Vydra_111,111
175,Nick,Pope,0,0,130,3240,47,20.0,875.6,0.0,12,683,89.7,9,0,1,3.5,53,1,GK,55,BUR,Nick Pope_112,112
176,Charlie,Taylor,0,3,78,2730,48,310.5,552.8,50.0,8,454,91.3,5,0,3,0.7,44,2,DEF,45,BUR,Charlie Taylor_113,113
177,Will,Norris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,1,GK,45,BUR,Will Norris_114,114
178,Josh,Brownhill,2,3,92,2952,45,560.8,565.8,277.0,8,428,140.6,7,0,10,3.6,43,3,MID,45,BUR,Josh Brownhill_115,115
179,Josh,Benson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BUR,Josh Benson_116,116
180,Bailey,Peacock-Farrell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,1,GK,45,BUR,Bailey Peacock-Farrell_117,117
181,Dwight,McNeil,0,1,84,3104,49,729.5,556.8,489.0,1,440,178.0,9,0,1,0.2,55,3,MID,60,BUR,Dwight McNeil_118,118
182,Nathan,Collins,2,0,55,1670,26,62.4,426.6,246.0,1,272,73.7,5,1,2,0.5,43,2,DEF,45,BUR,Nathan Collins_451,451
183,Wayne,Hennessey,0,0,4,180,6,30.0,62.8,0.0,0,37,9.3,0,0,0,0.3,45,1,GK,45,BUR,Wayne Hennessey_480,480
184,Lewis,Richardson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,44,4,FWD,45,BUR,Lewis Richardson_533,533
185,Bobby,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,2,DEF,40,BUR,Bobby Thomas_534,534
186,Owen,Dodgson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,2,DEF,40,BUR,Owen Dodgson_565,565
187,Aaron,Lennon,2,1,60,1541,25,136.2,190.2,218.0,1,172,54.1,4,0,2,0.1,46,3,MID,50,BUR,Aaron Lennon_575,575
188,Maxwel,Cornet,9,2,104,1764,24,246.9,390.2,547.0,9,242,118.4,5,0,2,0.8,58,3,MID,60,BUR,Maxwel Cornet_578,578
189,Connor,Roberts,1,1,69,1689,23,195.6,299.4,98.0,6,313,59.3,6,0,2,0.6,44,2,DEF,45,BUR,Connor Roberts_585,585
190,Wout,Weghorst,2,3,55,1448,20,188.0,203.0,360.0,6,134,74.9,6,0,3,4.0,62,4,FWD,65,BUR,Wout Weghorst_700,700
191,Sam,Waller,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,BUR,Sam Waller_708,708
192,Dara,Costelloe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BUR,Dara Costelloe_726,726
193,Joseph,McGlynn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,BUR,Joseph McGlynn_735,735
194,Anthony,Mancini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BUR,Anthony Mancini_736,736
195,César,Azpilicueta,1,3,87,2067,23,305.0,450.8,212.0,2,453,96.9,7,0,3,3.3,56,2,DEF,60,CHE,César Azpilicueta_119,119
196,Olivier,Giroud,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,4,FWD,65,CHE,Olivier Giroud_120,120
197,Thiago,Emiliano da Silva,3,1,130,2649,28,132.0,801.4,229.0,14,667,116.4,11,0,2,7.9,56,2,DEF,55,CHE,Thiago Emiliano da Silva_121,121
198,Marcos,Alonso,4,5,128,2164,22,677.3,560.2,566.0,14,528,180.6,9,0,8,15.3,57,2,DEF,55,CHE,Marcos Alonso_122,122
199,Jorge Luiz,Frello Filho,6,2,106,2271,16,429.3,605.8,214.0,11,519,125.1,12,0,5,3.9,57,3,MID,60,CHE,Jorge Luiz Frello Filho_123,123
200,Ross,Barkley,1,0,14,174,2,104.8,19.2,38.0,1,43,16.3,1,0,0,0.1,52,3,MID,55,CHE,Ross Barkley_124,124
201,Mateo,Kovacic,2,5,76,1552,11,407.4,409.6,198.0,7,348,101.5,8,0,4,1.7,49,3,MID,50,CHE,Mateo Kovacic_125,125
202,Michy,Batshuayi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,4,FWD,55,CHE,Michy Batshuayi_126,126
203,Antonio,Rüdiger,3,3,150,3035,27,257.4,581.6,484.0,10,661,132.3,15,0,9,18.8,61,2,DEF,55,CHE,Antonio Rüdiger_127,127
204,Kepa,Arrizabalaga,0,0,19,360,2,0.0,95.6,0.0,1,89,9.6,2,0,0,0.3,45,1,GK,50,CHE,Kepa Arrizabalaga_129,129
205,N'Golo,Kanté,2,5,79,1769,19,380.6,434.0,221.0,2,377,103.6,9,0,2,2.4,49,3,MID,50,CHE,N'Golo Kanté_130,130
206,Hakim,Ziyech,4,3,79,1311,12,429.5,350.6,482.0,9,281,126.0,7,0,3,0.8,73,3,MID,75,CHE,Hakim Ziyech_131,131
207,Ruben,Loftus-Cheek,0,3,52,1384,21,291.1,282.8,218.0,1,251,79.2,5,0,1,0.2,54,3,MID,55,CHE,Ruben Loftus-Cheek_132,132
208,Andreas,Christensen,0,0,69,1494,11,103.4,296.4,20.0,3,343,42.0,9,0,2,1.4,46,2,DEF,50,CHE,Andreas Christensen_133,133
209,Timo,Werner,4,2,62,1278,17,153.1,207.6,773.0,5,175,112.7,5,0,1,2.3,85,4,FWD,90,CHE,Timo Werner_134,134
210,Benjamin,Chilwell,3,1,55,541,2,161.0,175.6,202.0,5,161,54.0,4,0,0,3.0,56,2,DEF,60,CHE,Benjamin Chilwell_135,135
211,Tammy,Abraham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,4,FWD,65,CHE,Tammy Abraham_136,136
212,Christian,Pulisic,6,2,77,1282,10,223.9,317.6,434.0,2,206,97.5,6,0,2,0.7,79,3,MID,80,CHE,Christian Pulisic_137,137
213,Mason,Mount,11,11,169,2358,25,914.8,812.8,931.0,16,597,265.8,11,0,4,21.9,77,3,MID,75,CHE,Mason Mount_138,138
214,Ethan,Ampadu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,2,DEF,45,CHE,Ethan Ampadu_139,139
215,Callum,Hudson-Odoi,1,4,49,958,8,326.9,175.4,326.0,1,163,82.7,6,0,1,0.2,53,3,MID,55,CHE,Callum Hudson-Odoi_140,140
216,Kai,Havertz,8,4,112,1802,18,301.6,420.4,855.0,5,271,156.6,10,0,3,5.8,79,3,MID,85,CHE,Kai Havertz_141,141
217,Reece,James,5,9,141,1863,22,696.1,582.0,436.0,26,573,171.5,7,1,4,19.1,65,2,DEF,55,CHE,Reece James_142,142
218,Edouard,Mendy,0,0,130,3060,31,0.0,564.8,0.0,3,573,56.1,14,0,3,11.4,61,1,GK,60,CHE,Edouard Mendy_143,143
219,Malang,Sarr,0,0,30,544,7,45.1,113.4,1.0,4,141,15.9,4,0,2,0.2,49,2,DEF,50,CHE,Malang Sarr_501,501
220,Trevoh,Chalobah,3,1,99,1447,9,105.8,405.8,151.0,11,396,66.1,9,0,2,2.4,47,2,DEF,50,CHE,Trevoh Chalobah_527,527
221,Romelu,Lukaku,8,1,87,1583,14,303.3,367.0,704.0,12,310,137.2,7,0,1,7.7,114,4,FWD,115,CHE,Romelu Lukaku_529,529
222,Emerson,Palmieri dos Santos,0,0,1,4,0,0.1,0.0,2.0,0,3,0.2,0,0,0,0.0,45,2,DEF,45,CHE,Emerson Palmieri dos Santos_539,539
223,Saúl,Ñíguez,0,1,16,478,6,51.8,63.2,41.0,0,68,15.5,1,0,1,0.1,49,3,MID,55,CHE,Saúl Ñíguez_592,592
224,Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,CHE,Marcus Bettinelli_606,606
225,Lewis,Hall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CHE,Lewis Hall_671,671
226,Harvey,Vale,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CHE,Harvey Vale_672,672
227,Robert Kenedy,Nunes do Nascimento,0,1,4,58,0,0.0,0.0,0.0,0,19,0.0,0,0,0,0.0,45,2,DEF,45,CHE,Robert Kenedy Nunes do Nascimento_690,690
228,Conor,Gallagher,8,6,140,2843,38,611.1,665.2,671.0,16,469,194.5,11,0,10,11.2,60,3,MID,55,CRY,Conor Gallagher_144,144
229,Vicente,Guaita,0,0,119,2655,33,0.0,588.4,0.0,11,567,58.8,11,0,2,5.6,46,1,GK,45,CRY,Vicente Guaita_146,146
230,James,Tomkins,1,0,17,545,11,22.0,140.4,88.0,2,97,25.1,0,0,2,0.1,43,2,DEF,45,CRY,James Tomkins_147,147
231,James,McArthur,0,4,54,1434,15,256.5,324.0,120.0,5,288,70.0,5,0,4,1.1,43,3,MID,45,CRY,James McArthur_148,148
232,Christian,Benteke,4,1,58,1132,20,176.7,250.2,523.0,6,173,94.3,4,0,3,1.2,59,4,FWD,65,CRY,Christian Benteke_149,149
233,Cheikhou,Kouyaté,0,1,77,1970,28,85.5,312.4,41.0,5,395,44.0,8,0,3,0.6,45,2,DEF,45,CRY,Cheikhou Kouyaté_150,150
234,Martin,Kelly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.5,38,2,DEF,40,CRY,Martin Kelly_151,151
235,Luka,Milivojevic,0,0,19,767,16,196.6,88.6,38.0,0,118,32.3,1,0,1,0.0,52,3,MID,55,CRY,Luka Milivojevic_152,152
236,Jordan,Ayew,3,4,77,2012,31,361.3,349.2,491.0,3,281,120.1,9,0,2,1.0,58,4,FWD,60,CRY,Jordan Ayew_153,153
237,Wilfried,Zaha,14,2,150,2759,34,630.6,732.2,963.0,11,422,232.5,11,1,4,8.5,69,3,MID,70,CRY,Wilfried Zaha_154,154
238,Jeffrey,Schlupp,4,2,86,1840,19,238.5,403.6,461.0,2,297,110.4,8,0,1,0.1,54,3,MID,55,CRY,Jeffrey Schlupp_155,155
239,Jack,Butland,0,0,30,765,13,0.0,155.0,0.0,3,132,15.7,1,0,0,0.4,44,1,GK,45,CRY,Jack Butland_156,156
240,Jairo,Riedewald,0,0,4,116,5,27.5,11.2,2.0,0,16,4.0,0,0,0,0.0,47,3,MID,50,CRY,Jairo Riedewald_157,157
241,Jarosław,Jach,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42,2,DEF,45,CRY,Jarosław Jach_158,158
242,Jean-Philippe,Mateta,5,1,61,1138,14,112.8,253.6,568.0,6,182,93.4,5,0,2,2.7,53,4,FWD,55,CRY,Jean-Philippe Mateta_159,159
243,Eberechi,Eze,1,1,31,599,8,175.1,120.0,135.0,2,125,43.2,3,0,1,0.1,59,3,MID,60,CRY,Eberechi Eze_160,160
244,Nathan,Ferguson,0,0,1,8,0,0.0,0.2,0.0,0,3,0.0,0,0,0,0.0,45,2,DEF,45,CRY,Nathan Ferguson_161,161
245,Tyrick,Mitchell,0,2,109,3101,43,379.2,610.4,111.0,6,561,110.1,10,0,1,1.4,45,2,DEF,45,CRY,Tyrick Mitchell_162,162
246,Will,Hughes,0,2,34,1050,16,141.1,155.8,60.0,2,164,35.8,4,0,6,0.1,47,3,MID,50,CRY,Will Hughes_386,386
247,Michael,Olise,2,6,73,1127,14,389.0,308.2,269.0,8,287,96.5,4,0,4,0.2,53,3,MID,55,CRY,Michael Olise_464,464
248,Joel,Ward,0,0,73,2486,37,132.2,440.4,58.0,2,422,63.2,9,0,8,0.2,45,2,DEF,45,CRY,Joel Ward_474,474
249,Marc,Guéhi,2,1,123,3222,43,98.5,720.6,290.0,8,676,111.1,11,0,4,2.0,45,2,DEF,45,CRY,Marc Guéhi_477,477
250,Joachim,Andersen,0,4,124,2914,37,233.2,610.8,142.0,14,619,98.6,12,0,4,2.7,47,2,DEF,45,CRY,Joachim Andersen_488,488
251,Nathaniel,Clyne,0,1,59,1351,12,97.7,170.8,17.0,4,264,28.7,6,0,1,0.8,43,2,DEF,45,CRY,Nathaniel Clyne_493,493
252,Reece,Hannam,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,2,DEF,40,CRY,Reece Hannam_540,540
253,Jesurun,Rak-Sakyi,0,0,4,79,0,5.0,1.0,0.0,0,7,0.6,1,0,0,0.0,44,3,MID,45,CRY,Jesurun Rak-Sakyi_541,541
254,Robert,Street,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,45,4,FWD,45,CRY,Robert Street_542,542
255,Scott,Banks,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CRY,Scott Banks_543,543
256,Remi,Matthews,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,1,GK,40,CRY,Remi Matthews_561,561
257,Odsonne,Edouard,6,4,87,1554,19,252.4,385.2,610.0,9,280,125.0,9,0,4,2.9,60,4,FWD,65,CRY,Odsonne Edouard_586,586
258,Tayo,Adaramola,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,CRY,Tayo Adaramola_709,709
259,Anwar,El Ghazi,1,1,22,392,8,85.2,74.6,85.0,1,61,24.4,1,0,2,0.3,56,3,MID,60,EVE,Anwar El Ghazi_42,42
260,Fabian,Delph,0,0,18,660,6,58.4,115.6,16.0,0,118,19.0,3,0,2,1.3,42,3,MID,45,EVE,Fabian Delph_163,163
261,Gylfi,Sigurdsson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,67,3,MID,70,EVE,Gylfi Sigurdsson_164,164
262,Seamus,Coleman,1,1,79,2656,50,232.1,469.4,170.0,6,439,86.9,7,0,4,1.0,49,2,DEF,50,EVE,Seamus Coleman_165,165
263,James,Rodríguez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,69,3,MID,70,EVE,James Rodríguez_166,166
264,Bernard,Anício Caldeira Duarte,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,3,MID,55,EVE,Bernard Anício Caldeira Duarte_167,167
265,Michael,Keane,3,2,102,2791,54,96.9,676.4,229.0,11,518,100.4,8,1,2,2.7,46,2,DEF,50,EVE,Michael Keane_169,169
266,Jordan,Pickford,0,0,116,3150,58,43.0,863.2,0.0,12,624,90.5,7,0,2,6.3,48,1,GK,50,EVE,Jordan Pickford_170,170
267,Allan,Marques Loureiro,0,3,58,2181,38,228.4,391.4,82.0,2,313,70.4,6,1,7,2.9,43,3,MID,45,EVE,Allan Marques Loureiro_171,171
268,André Filipe,Tavares Gomes,0,1,18,614,19,85.2,84.0,136.0,0,47,30.6,0,0,3,0.1,49,3,MID,50,EVE,André Filipe Tavares Gomes_172,172
269,Abdoulaye,Doucouré,2,5,90,2536,47,285.7,476.8,441.0,8,387,120.6,5,0,6,1.2,53,3,MID,55,EVE,Abdoulaye Doucouré_173,173
270,Alex,Iwobi,2,2,78,2029,38,489.7,361.8,351.0,6,312,120.1,6,0,1,0.3,58,3,MID,60,EVE,Alex Iwobi_174,174
271,Yerry,Mina,0,0,24,844,10,18.2,164.8,66.0,0,133,24.6,2,0,3,0.3,49,2,DEF,50,EVE,Yerry Mina_175,175
272,Tom,Davies,1,0,12,230,9,8.0,51.4,90.0,0,44,15.0,0,0,1,0.1,48,3,MID,50,EVE,Tom Davies_176,176
273,Dominic,Calvert-Lewin,5,2,64,1281,31,123.2,236.4,441.0,10,207,79.9,3,0,2,3.0,77,4,FWD,80,EVE,Dominic Calvert-Lewin_177,177
274,Mason,Holgate,2,2,62,2133,42,41.8,414.6,120.0,2,312,57.6,5,1,7,1.6,42,2,DEF,45,EVE,Mason Holgate_178,178
275,Ben,Godfrey,0,0,45,2029,39,164.6,416.0,222.0,1,318,80.5,4,0,6,0.4,47,2,DEF,50,EVE,Ben Godfrey_179,179
276,Richarlison,de Andrade,10,6,125,2522,46,383.7,651.4,1010.0,19,413,203.9,7,0,9,12.3,76,4,FWD,75,EVE,Richarlison de Andrade_180,180
277,João,Virgínia,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,40,1,GK,40,EVE,João Virgínia_181,181
278,Donny,van de Beek,2,0,31,550,14,76.5,116.4,85.0,1,119,27.8,2,0,1,0.3,57,3,MID,60,EVE,Donny van de Beek_282,282
279,Bamidele,Alli,1,0,35,985,23,132.0,178.6,125.0,1,103,43.6,3,0,4,1.0,62,3,MID,65,EVE,Bamidele Alli_363,363
280,Asmir,Begović,0,0,13,270,8,0.0,53.0,0.0,3,61,5.3,1,0,0,2.3,40,1,GK,40,EVE,Asmir Begović_481,481
281,Andros,Townsend,3,2,66,1452,30,468.9,351.6,221.0,8,252,103.9,3,0,3,2.1,52,3,MID,55,EVE,Andros Townsend_482,482
282,Demarai,Gray,5,5,106,2336,39,641.6,479.2,731.0,3,397,185.3,6,0,3,5.2,54,3,MID,55,EVE,Demarai Gray_484,484
283,Jonjoe,Kenny,0,1,21,1015,24,157.1,147.4,42.0,0,147,34.7,1,1,1,0.1,43,2,DEF,45,EVE,Jonjoe Kenny_502,502
284,Anthony,Gordon,4,3,100,2277,40,512.2,456.8,632.0,9,325,160.2,7,0,4,5.7,47,3,MID,45,EVE,Anthony Gordon_503,503
285,Jean-Philippe,Gbamin,0,0,3,65,2,0.6,7.0,0.0,0,10,0.8,0,0,0,0.0,44,3,MID,45,EVE,Jean-Philippe Gbamin_504,504
286,Jarrad,Branthwaite,1,0,7,387,17,2.3,69.8,44.0,1,49,11.7,0,1,0,0.3,40,2,DEF,40,EVE,Jarrad Branthwaite_544,544
287,Nathan,Broadhead,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,4,FWD,45,EVE,Nathan Broadhead_545,545
288,Moise,Kean,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.0,60,4,FWD,60,EVE,Moise Kean_564,564
289,Niels,Nkounkou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,EVE,Niels Nkounkou_570,570
290,Andy,Lonergan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,1,GK,40,EVE,Andy Lonergan_571,571
291,Salomón,Rondón,1,1,30,779,16,108.9,94.2,339.0,2,73,53.8,2,1,2,0.2,60,4,FWD,60,EVE,Salomón Rondón_591,591
292,Ellis,Simms,0,0,2,61,0,0.4,6.4,0.0,0,6,0.7,1,0,0,0.2,45,4,FWD,45,EVE,Ellis Simms_602,602
293,Lewis,Dobbin,0,0,2,30,1,0.9,2.4,4.0,0,6,0.8,0,0,1,0.9,45,4,FWD,45,EVE,Lewis Dobbin_607,607
294,Charlie,Whitaker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,EVE,Charlie Whitaker_613,613
295,Harry,Tyrer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,1,GK,40,EVE,Harry Tyrer_616,616
296,Cenk,Tosun,0,0,1,5,0,0.1,0.0,0.0,0,3,0.0,0,0,0,0.1,50,4,FWD,50,EVE,Cenk Tosun_622,622
297,Reece,Welch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,EVE,Reece Welch_623,623
298,Tyler,Onyango,0,0,3,27,0,0.0,1.2,18.0,0,8,1.9,0,0,0,0.0,45,3,MID,45,EVE,Tyler Onyango_630,630
299,Nathan,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,41,2,DEF,45,EVE,Nathan Patterson_674,674
300,Vitalii,Mykolenko,1,1,42,1054,17,138.8,187.4,66.0,3,177,39.4,3,0,0,1.2,49,2,DEF,50,EVE,Vitalii Mykolenko_675,675
301,Isaac,Price,0,0,1,13,1,0.0,0.0,0.0,0,-2,0.0,0,0,0,0.0,45,3,MID,45,EVE,Isaac Price_718,718
302,Kasper,Schmeichel,0,0,131,3330,58,11.2,1064.0,0.0,12,706,107.8,7,0,1,18.2,50,1,GK,50,LEI,Kasper Schmeichel_200,200
303,Jonny,Evans,1,1,39,1346,23,46.7,339.2,73.0,0,257,45.9,2,0,3,0.3,54,2,DEF,55,LEI,Jonny Evans_201,201
304,Marc,Albrighton,1,2,40,1127,24,208.6,236.2,51.0,2,169,49.7,2,0,3,0.1,52,3,MID,55,LEI,Marc Albrighton_202,202
305,Nampalys,Mendy,0,0,24,1032,15,42.7,85.4,7.0,0,147,13.6,2,0,3,1.1,43,3,MID,45,LEI,Nampalys Mendy_203,203
306,Danny,Ward,0,0,3,90,1,0.0,32.4,0.0,0,17,3.2,0,0,0,3.4,40,1,GK,40,LEI,Danny Ward_204,204
307,Jamie,Vardy,15,3,133,1801,27,227.9,560.4,722.0,24,480,150.2,4,0,2,12.0,103,4,FWD,105,LEI,Jamie Vardy_205,205
308,Dennis,Praet,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,3,MID,50,LEI,Dennis Praet_206,206
309,Ricardo Domingos,Barbosa Pereira,1,3,35,990,20,128.1,252.0,120.0,3,202,50.1,1,0,3,1.5,52,2,DEF,55,LEI,Ricardo Domingos Barbosa Pereira_207,207
310,Daniel,Amartey,0,0,55,2118,40,69.1,458.6,20.0,4,422,54.7,5,0,4,10.9,40,2,DEF,40,LEI,Daniel Amartey_208,208
311,Timothy,Castagne,1,0,75,2124,30,224.7,426.0,92.0,6,365,74.4,6,0,1,1.5,53,2,DEF,55,LEI,Timothy Castagne_209,209
312,Youri,Tielemans,6,4,120,2629,42,577.1,714.6,442.0,14,532,172.9,6,0,3,3.5,64,3,MID,65,LEI,Youri Tielemans_210,210
313,Ayoze,Pérez,2,3,35,438,15,128.1,100.8,146.0,2,101,37.0,1,1,0,0.1,57,3,MID,60,LEI,Ayoze Pérez_211,211
314,James,Maddison,12,11,181,2454,41,664.1,767.4,753.0,24,637,218.3,5,0,3,16.3,69,3,MID,70,LEI,James Maddison_212,212
315,Kelechi,Iheanacho,4,6,80,1253,25,242.7,292.0,390.0,10,246,92.2,1,0,1,3.2,70,4,FWD,75,LEI,Kelechi Iheanacho_213,213
316,Hamza,Choudhury,0,0,8,284,4,2.8,43.0,6.0,0,41,5.3,1,0,1,0.1,44,3,MID,45,LEI,Hamza Choudhury_214,214
317,Harvey,Barnes,6,12,137,2095,30,413.0,525.2,975.0,10,377,191.0,8,0,2,4.2,65,3,MID,70,LEI,Harvey Barnes_215,215
318,Wilfred,Ndidi,0,1,41,1617,26,66.0,322.0,179.0,0,240,57.0,5,0,4,0.8,48,3,MID,50,LEI,Wilfred Ndidi_216,216
319,Çaglar,Söyüncü,1,0,66,2497,44,64.7,606.4,90.0,6,454,76.2,5,0,5,2.1,49,2,DEF,50,LEI,Çaglar Söyüncü_217,217
320,James,Justin,0,0,29,996,13,129.4,178.4,97.0,1,167,40.7,2,0,0,0.6,49,2,DEF,50,LEI,James Justin_218,218
321,Luke,Thomas,0,1,50,1911,35,198.5,406.2,59.0,1,349,66.6,5,0,2,0.8,43,2,DEF,45,LEI,Luke Thomas_219,219
322,Wesley,Fofana,0,0,17,630,7,29.8,109.6,23.0,2,112,16.3,1,0,2,0.9,43,2,DEF,45,LEI,Wesley Fofana_220,220
323,Jannik,Vestergaard,0,0,11,563,16,15.2,159.2,15.0,0,115,19.0,1,0,2,0.4,47,2,DEF,50,LEI,Jannik Vestergaard_340,340
324,Patson,Daka,5,3,70,1152,20,166.2,287.8,460.0,8,216,90.9,3,0,2,1.4,70,4,FWD,75,LEI,Patson Daka_455,455
325,Boubakary,Soumaré,0,1,36,1095,27,98.6,142.6,40.0,1,153,28.1,2,0,0,0.1,48,3,MID,50,LEI,Boubakary Soumaré_458,458
326,Ryan,Bertrand,0,0,4,337,7,14.8,48.0,8.0,0,32,7.2,0,0,1,0.3,46,2,DEF,50,LEI,Ryan Bertrand_473,473
327,Kiernan,Dewsbury-Hall,1,2,70,2101,27,494.2,373.8,219.0,4,337,108.9,8,0,4,1.6,44,3,MID,45,LEI,Kiernan Dewsbury-Hall_505,505
328,Eldin,Jakupovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,1,GK,40,LEI,Eldin Jakupovic_573,573
329,Ademola,Lookman,6,0,76,1446,31,301.9,363.0,516.0,6,225,117.9,2,0,2,0.3,59,3,MID,60,LEI,Ademola Lookman_587,587
330,Vontae,Daley-Campbell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,LEI,Vontae Daley-Campbell_639,639
331,Ben,Nelson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,LEI,Ben Nelson_645,645
332,Lewis,Brunt,0,0,1,23,1,1.5,2.0,2.0,0,2,0.6,0,0,0,0.0,45,3,MID,45,LEI,Lewis Brunt_646,646
333,Kasey,McAteer,0,0,1,2,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,3,MID,45,LEI,Kasey McAteer_647,647
334,Pablo,Hernández Domínguez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,3,MID,55,LEE,Pablo Hernández Domínguez_182,182
335,Francisco,Casilla Cortés,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,1,GK,45,LEE,Francisco Casilla Cortés_183,183
336,Liam,Cooper,0,2,60,1814,26,53.3,406.4,65.0,5,352,52.7,5,0,5,0.3,44,2,DEF,45,LEE,Liam Cooper_184,184
337,Luke,Ayling,2,3,55,2272,66,186.5,603.2,238.0,8,405,102.5,2,1,4,2.8,43,2,DEF,45,LEE,Luke Ayling_185,185
338,Mateusz,Klich,1,2,61,2071,52,432.9,337.2,476.0,4,277,124.3,1,0,5,0.3,51,3,MID,55,LEE,Mateusz Klich_186,186
339,Rodrigo,Moreno,6,2,85,2263,37,533.1,422.8,581.0,11,351,153.6,5,0,9,2.1,63,4,FWD,65,LEE,Rodrigo Moreno_187,187
