,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position,initial_cost,team_name
16,Lucas,Torreira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,3,MID,50,ARS
17,Reiss,Nelson,0,0,2,70,0,9.7,4.2,10.0,0,2,2.4,0,0,0,0.0,51,3,MID,55,ARS
18,Edward,Nketiah,2,1,36,411,6,97.3,116.6,211.0,5,120,42.1,1,0,0,0.5,53,4,FWD,60,ARS
19,Emile,Smith Rowe,2,5,74,1438,10,385.1,273.2,222.0,3,308,88.1,9,0,0,3.5,42,3,MID,45,ARS
20,Bukayo,Saka,5,5,114,2554,31,650.6,493.0,984.0,8,414,212.7,8,0,1,7.2,51,3,MID,55,ARS
21,Matteo,Guendouzi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,3,MID,50,ARS
22,Gabriel Teodoro,Martinelli Silva,2,1,36,582,3,133.8,142.6,300.0,0,107,57.5,4,0,0,0.3,49,3,MID,50,ARS
23,William,Saliba,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,2,DEF,45,ARS
24,Mathew,Ryan,0,0,37,1260,21,10.7,193.6,2.0,0,216,20.6,3,0,1,5.6,41,1,GK,45,ARS
25,Willian,Borges Da Silva,1,7,78,1398,17,534.8,256.2,228.0,9,306,102.3,3,0,0,2.7,75,3,MID,80,ARS
26,Gabriel,Magalhães,2,0,78,1996,24,51.0,464.8,233.0,7,385,74.9,6,1,2,4.6,49,2,DEF,50,ARS
27,Daniel,Ceballos Fernández,0,4,62,1609,17,422.3,359.8,141.0,7,331,92.4,6,0,4,0.7,47,3,MID,50,ARS
28,Mohamed Naser,El Sayed Elneny,1,0,50,1538,20,99.9,200.2,79.0,3,258,37.8,5,0,3,1.3,42,3,MID,45,ARS
29,Matt,Macey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,40,1,GK,40,ARS
30,Rúnar Alex,Rúnarsson,0,0,1,15,0,0.0,16.6,0.0,0,8,1.7,0,0,0,0.1,44,1,GK,45,ARS
31,Thomas,Partey,0,2,47,1529,18,195.7,289.4,129.0,0,273,61.7,6,0,5,0.3,49,3,MID,50,ARS
32,Martin,Ødegaard,1,2,40,861,12,322.8,169.8,167.0,3,183,65.9,3,0,0,0.6,56,3,MID,60,ARS
33,Miguel,Azeez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,ARS
34,Emiliano,Martínez,0,0,186,3420,46,20.0,1067.2,0.0,27,825,108.5,15,0,1,37.9,53,1,GK,45,AVL
35,Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,1,GK,45,AVL
36,Ahmed,El Mohamady,0,0,33,833,9,201.8,170.4,65.0,4,190,43.9,3,0,2,0.3,42,2,DEF,45,AVL
37,Henri,Lansbury,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,3,MID,45,AVL
38,Neil,Taylor,0,0,-1,15,2,0.7,0.8,0.0,0,1,0.2,0,0,1,0.2,42,2,DEF,45,AVL
39,Jed,Steer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,39,1,GK,40,AVL
40,Conor,Hourihane,1,1,20,225,2,82.9,65.4,33.0,3,70,18.2,2,0,0,0.1,59,3,MID,60,AVL
41,José Ignacio,Peleteiro Romallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,59,3,MID,60,AVL
42,Ørjan,Nyland,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.3,40,1,GK,40,AVL
43,Bjorn,Engels,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,2,DEF,45,AVL
44,Jack,Grealish,6,12,135,2183,28,1029.6,707.4,917.0,13,531,265.3,12,0,6,14.6,75,3,MID,70,AVL
45,John,McGinn,3,7,114,3330,46,600.5,579.0,361.0,2,492,154.1,14,0,12,1.1,55,3,MID,55,AVL
46,Kortney,Hause,1,0,32,630,6,2.2,147.0,57.0,3,124,20.7,3,0,2,0.1,44,2,DEF,45,AVL
47,Mahmoud Ahmed,Ibrahim Hassan,2,1,56,1157,14,180.1,213.6,478.0,3,152,86.7,6,0,0,0.4,52,3,MID,55,AVL
48,Tyrone,Mings,2,2,128,3194,42,97.3,798.4,293.0,8,633,119.3,14,1,4,7.8,54,2,DEF,50,AVL
49,Matt,Targett,0,4,138,3404,44,607.0,690.4,122.0,9,710,142.2,16,0,7,12.0,50,2,DEF,45,AVL
50,James,Bree,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,2,DEF,45,AVL
51,Marvelous,Nakamba,0,1,27,747,6,32.5,110.8,10.0,1,115,15.4,4,0,3,0.4,43,3,MID,45,AVL
52,Anwar,El Ghazi,10,0,111,1604,22,426.1,500.4,726.0,13,339,165.1,5,0,2,1.2,52,3,MID,60,AVL
53,Ezri,Konsa Ngoyo,2,0,119,3195,46,34.2,695.6,276.0,8,580,101.0,12,0,3,6.2,46,2,DEF,45,AVL
54,Frédéric,Guilbert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,2,DEF,45,AVL
55,Wesley,Moraes,0,0,3,15,1,1.1,5.0,17.0,0,11,2.3,0,0,0,0.0,60,4,FWD,60,AVL
56,Mbwana,Samatta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,59,4,FWD,60,AVL
57,Keinan,Davis,1,1,23,265,1,76.7,77.2,169.0,0,85,31.7,1,0,0,7.6,42,4,FWD,45,AVL
58,Indiana,Vassilev,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,43,4,FWD,45,AVL
59,Douglas Luiz,Soares de Paulo,0,2,72,2781,41,304.5,403.4,189.0,0,358,90.0,12,1,8,0.2,48,3,MID,50,AVL
60,Ross,Barkley,3,2,76,1566,24,579.3,274.2,431.0,4,286,128.6,8,0,0,0.7,58,3,MID,60,AVL
61,Matthew,Cash,0,2,89,2373,35,352.9,520.8,110.0,8,468,98.7,11,1,6,0.7,50,2,DEF,50,AVL
62,Ollie,Watkins,14,9,168,3328,46,610.4,815.4,1721.0,18,531,314.0,14,1,2,22.1,63,4,FWD,60,AVL
63,Bertrand,Traoré,7,7,135,2315,31,530.6,528.4,917.0,7,407,197.6,11,0,1,0.7,58,3,MID,60,AVL
64,Jacob,Ramsey,0,0,28,611,10,91.7,72.8,126.0,0,75,28.9,2,0,0,0.1,45,3,MID,45,AVL
65,Morgan,Sanson,0,0,10,288,4,28.8,25.8,10.0,0,29,6.2,1,0,3,0.0,55,3,MID,55,AVL
66,Kaine,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,AVL
67,Carney,Chukwuemeka,0,0,2,18,0,1.1,1.0,5.0,0,7,0.6,0,0,0,0.0,45,3,MID,45,AVL
68,Jaden,Philogene-Bidace,0,0,1,1,0,0.5,0.0,0.0,0,2,0.1,0,0,0,0.0,44,3,MID,45,AVL
69,Glenn,Murray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,4,FWD,50,BHA
70,Adam,Lallana,1,1,58,1584,18,355.7,255.2,302.0,2,265,91.0,5,0,0,0.3,62,3,MID,65,BHA
71,Pascal,Groß,3,8,116,2479,28,1087.8,620.4,415.0,11,525,212.3,10,0,3,0.4,58,3,MID,60,BHA
72,Shane,Duffy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,2,DEF,45,BHA
73,Davy,Pröpper,0,0,9,209,2,5.1,24.0,52.0,0,38,8.2,0,0,0,0.0,47,3,MID,50,BHA
74,Aaron,Mooy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,BHA
75,Dan,Burn,1,0,64,2057,28,183.1,389.0,214.0,1,330,78.2,6,0,5,0.7,42,2,DEF,45,BHA
76,Lewis,Dunk,5,0,130,2932,40,136.7,720.4,443.0,17,626,130.2,11,2,5,5.9,48,2,DEF,50,BHA
77,Martín,Montoya,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,2,DEF,45,BHA
78,Florin,Andone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,48,4,FWD,50,BHA
79,Solomon,March,2,2,69,1670,25,414.3,368.6,322.0,6,283,110.5,7,0,0,0.4,49,3,MID,50,BHA
80,Adam,Webster,1,0,85,2594,35,96.6,505.4,244.0,0,470,84.6,9,0,4,1.0,43,2,DEF,45,BHA
81,Joël,Veltman,1,1,96,2280,27,366.0,484.4,169.0,10,432,102.1,9,0,3,1.3,43,2,DEF,45,BHA
82,Neal,Maupay,8,2,105,2508,34,443.2,442.2,1103.0,12,334,198.5,10,1,1,2.1,58,4,FWD,65,BHA
83,Leandro,Trossard,5,6,132,2602,30,725.1,543.4,759.0,15,406,202.8,12,0,2,1.8,55,3,MID,60,BHA
84,Alireza,Jahanbakhsh,0,1,24,520,9,162.8,73.2,221.0,0,102,45.5,1,0,3,0.0,54,3,MID,55,BHA
85,José,Izquierdo,0,0,1,8,0,1.3,3.2,7.0,0,2,1.2,0,0,0,0.0,55,3,MID,55,BHA
86,Matthew,Clarke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,2,DEF,45,BHA
87,Ben,White,0,0,104,3192,44,152.5,488.6,153.0,5,571,79.7,12,1,3,1.9,45,2,DEF,45,BHA
88,Bernardo,Fernandes da Silva Junior,0,0,5,205,3,32.4,27.2,69.0,0,30,12.8,0,0,0,4.0,39,2,DEF,40,BHA
89,Yves,Bissouma,1,0,77,3112,42,295.5,523.6,196.0,2,487,101.1,11,1,8,1.6,44,3,MID,45,BHA
90,Tariq,Lamptey,1,3,35,887,15,162.9,147.8,156.0,2,156,46.7,2,1,2,2.2,46,2,DEF,45,BHA
91,Aaron,Connolly,2,1,38,783,17,74.1,104.2,307.0,2,95,48.2,1,0,0,0.3,52,4,FWD,55,BHA
92,Steven,Alzate,1,0,35,892,17,154.9,132.2,88.0,3,141,37.6,5,0,2,0.9,41,3,MID,45,BHA
93,Alexis,Mac Allister,1,1,48,1108,14,210.6,170.6,235.0,3,148,61.5,5,0,1,0.0,53,3,MID,55,BHA
94,Christian,Walton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,40,1,GK,40,BHA
95,Jason,Steele,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39,1,GK,40,BHA
96,Jayson,Molumby,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,3,MID,45,BHA
97,Andi,Zeqiri,0,0,9,164,2,18.8,16.0,107.0,0,25,14.2,0,0,0,0.1,50,4,FWD,50,BHA
98,Danny,Welbeck,6,4,89,1541,18,269.7,319.8,595.0,15,286,117.7,6,0,0,0.6,55,4,FWD,55,BHA
99,Robert,Sánchez,0,0,101,2430,27,10.0,542.2,4.0,8,514,55.8,10,0,2,3.4,45,1,GK,45,BHA
100,Percy,Tau,0,1,7,101,2,35.8,26.8,6.0,0,31,6.9,0,0,0,0.0,49,3,MID,55,BHA
101,Jakub,Moder,0,0,21,643,10,62.2,63.8,162.0,0,59,28.8,2,0,0,0.0,50,3,MID,50,BHA
102,Reda,Khadra,0,0,1,4,0,0.0,0.0,2.0,0,3,0.2,0,0,0,0.0,45,3,MID,45,BHA
103,Teddy,Jenks,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BHA
104,Max,Sanders,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BHA
105,Jensen,Weir,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BHA
106,Thomas,McGill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,1,GK,40,BHA
107,Michal,Karbownik,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,2,DEF,45,BHA
108,Moisés,Caicedo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,3,MID,50,BHA
109,Dale,Stephens,0,0,8,257,4,8.3,31.0,41.0,0,33,8.0,0,0,1,3.1,42,3,MID,45,BUR
110,James,Tarkowski,1,0,109,3240,50,148.0,773.4,350.0,9,534,127.7,11,0,6,3.0,53,2,DEF,55,BUR
111,Phil,Bardsley,0,0,2,273,8,12.9,39.4,6.0,0,28,5.9,0,0,2,0.2,44,2,DEF,45,BUR
112,Erik,Pieters,0,3,50,1260,19,77.0,199.4,63.0,5,203,34.0,3,0,1,0.4,43,2,DEF,45,BUR
113,Jack,Cork,0,0,33,1350,24,126.2,140.0,82.0,0,154,34.9,4,0,2,0.0,50,3,MID,50,BUR
114,Kevin,Long,0,0,14,636,13,12.0,102.6,25.0,1,85,14.0,1,0,2,0.1,43,2,DEF,45,BUR
115,Jay,Rodriguez,1,3,54,1248,25,97.4,149.8,449.0,2,125,68.9,4,0,3,0.3,57,4,FWD,60,BUR
116,Ashley,Barnes,3,0,52,1324,19,243.6,153.8,548.0,7,107,93.8,6,0,4,0.2,60,4,FWD,60,BUR
117,Ben,Mee,2,0,102,2693,41,71.6,691.0,312.0,7,500,107.9,10,0,3,2.9,47,2,DEF,50,BUR
118,Ashley,Westwood,3,4,112,3410,55,843.2,559.2,156.0,5,585,156.1,11,0,7,0.7,53,3,MID,55,BUR
119,Johann Berg,Gudmundsson,2,0,50,1358,24,160.8,193.6,170.0,3,175,52.3,3,0,2,0.0,54,3,MID,55,BUR
120,Chris,Wood,12,3,138,2741,43,323.2,595.8,1129.0,16,395,204.0,9,0,0,5.6,66,4,FWD,65,BUR
121,Matthew,Lowton,1,1,103,3060,47,380.8,551.2,125.0,6,545,105.8,10,0,5,2.5,44,2,DEF,45,BUR
122,Matej,Vydra,3,2,62,1359,24,194.0,197.4,491.0,2,194,87.3,3,0,0,1.5,48,4,FWD,50,BUR
123,Ben,Gibson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,2,DEF,40,BUR
124,Robbie,Brady,1,1,44,1047,6,133.9,174.2,168.0,3,157,47.2,7,0,3,0.0,50,3,MID,50,BUR
125,Nick,Pope,0,0,144,2880,37,20.0,846.6,2.0,20,652,86.8,11,0,1,9.6,55,1,GK,55,BUR
126,Charlie,Taylor,0,2,83,2425,42,248.5,494.4,52.0,5,451,79.5,8,0,1,1.4,44,2,DEF,45,BUR
127,Josh,Brownhill,0,1,74,2812,42,309.1,350.4,384.0,0,359,104.5,10,0,2,0.1,49,3,MID,50,BUR
128,Bailey,Peacock-Farrell,0,0,3,360,14,0.0,82.6,0.0,0,49,8.2,0,0,0,1.1,40,1,GK,40,BUR
129,Dwight,McNeil,2,5,113,3068,50,790.3,591.8,277.0,8,493,166.3,11,0,1,0.5,57,3,MID,60,BUR
130,Jimmy,Dunne,1,0,9,270,6,22.1,79.6,81.0,0,50,18.3,0,0,1,4.1,38,2,DEF,40,BUR
131,Bobby,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,2,DEF,40,BUR
132,Josh,Benson,0,0,10,260,7,7.9,16.0,13.0,0,27,3.7,1,0,0,0.0,44,3,MID,45,BUR
133,Anthony,Driscoll-Glennon,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,2,DEF,40,BUR
134,Mace,Goodridge,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,BUR
135,Will,Norris,0,0,3,180,4,10.0,15.2,0.0,0,20,2.6,0,0,0,0.1,40,1,GK,40,BUR
136,Max,Thompson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,4,FWD,45,BUR
137,Lewis,Richardson,0,0,2,3,0,0.0,0.0,0.0,0,5,0.0,0,0,0,0.1,45,4,FWD,45,BUR
138,Anthony,Mancini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,3,MID,45,BUR
139,Joel,Mumbongo,0,0,3,37,1,1.8,0.0,0.0,0,5,0.1,0,0,1,0.0,45,4,FWD,45,BUR
140,Richard,Nartey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,BUR
141,Willy,Caballero,0,0,1,90,3,0.0,4.2,0.0,0,7,0.4,0,0,0,0.2,46,1,GK,50,CHE
142,César,Azpilicueta,1,2,113,2187,20,413.3,502.2,164.0,12,518,107.9,13,1,5,6.4,58,2,DEF,60,CHE
143,Olivier,Giroud,4,0,47,740,5,112.0,161.4,403.0,6,139,67.2,4,0,1,1.1,67,4,FWD,70,CHE
144,Marcos,Alonso,2,1,57,958,13,204.1,224.2,328.0,5,225,75.6,5,0,2,2.2,56,2,DEF,60,CHE
145,Jorge Luiz,Frello Filho,7,2,114,2006,17,383.5,588.8,175.0,15,485,114.9,14,0,2,4.7,47,3,MID,50,CHE
146,Mateo,Kovacic,0,1,54,1809,26,384.8,332.4,153.0,0,332,87.0,9,0,4,0.3,53,3,MID,55,CHE
147,Antonio,Rüdiger,1,0,93,1710,10,83.8,368.6,201.0,9,429,65.4,11,0,0,5.6,47,2,DEF,50,CHE
148,Kurt,Zouma,5,0,108,2027,25,72.6,577.8,339.0,6,481,99.0,9,0,3,8.0,53,2,DEF,50,CHE
149,Emerson,Palmieri dos Santos,0,0,7,88,0,7.7,17.4,2.0,0,24,2.7,1,0,0,0.1,47,2,DEF,50,CHE
150,Kepa,Arrizabalaga,0,0,26,585,8,0.0,113.6,0.0,5,117,11.3,2,0,1,0.6,47,1,GK,50,CHE
151,N'Golo,Kanté,0,2,62,2140,24,347.3,449.0,96.0,0,375,89.7,10,0,7,2.4,49,3,MID,50,CHE
152,Hakim,Ziyech,2,3,70,1164,7,485.6,274.8,369.0,8,239,112.8,10,0,3,2.1,79,3,MID,80,CHE
153,Andreas,Christensen,0,0,61,1371,17,80.9,293.4,34.0,9,323,40.9,8,1,2,1.1,47,2,DEF,50,CHE
154,Timo,Werner,6,12,128,2598,29,532.4,514.8,1276.0,7,394,232.5,13,0,2,10.8,92,4,FWD,95,CHE
155,Tammy,Abraham,6,2,69,1031,12,121.6,277.2,483.0,8,224,86.6,5,0,0,2.0,71,4,FWD,75,CHE
156,Christian,Pulisic,4,3,82,1731,21,378.8,361.4,724.0,3,264,146.2,7,0,2,2.8,83,3,MID,85,CHE
157,Mason,Mount,6,7,147,2887,32,1336.9,770.4,954.0,16,599,306.3,14,0,2,17.3,73,3,MID,70,CHE
158,Fikayo,Tomori,0,0,0,45,2,0.1,26.6,0.0,0,8,2.7,0,0,0,0.2,47,2,DEF,50,CHE
159,Callum,Hudson-Odoi,2,3,59,1050,5,471.5,291.8,336.0,2,239,109.9,6,0,0,0.4,57,3,MID,60,CHE
160,Reece,James,1,3,112,2367,29,697.3,527.4,399.0,15,572,162.8,9,0,3,6.9,51,2,DEF,50,CHE
161,Billy,Gilmour,0,0,8,259,2,50.9,36.0,8.0,0,38,9.5,1,0,0,0.1,43,3,MID,45,CHE
162,Benjamin,Chilwell,3,6,139,2286,23,535.8,545.0,408.0,11,549,148.5,12,0,3,14.6,59,2,DEF,55,CHE
163,Thiago,Thiago,2,0,92,1935,25,84.9,537.8,223.0,10,481,84.5,10,1,3,2.8,56,2,DEF,55,CHE
164,Kai,Havertz,4,6,91,1512,15,307.7,325.0,514.0,3,268,114.2,8,0,2,3.1,83,3,MID,85,CHE
165,Edouard,Mendy,0,0,140,2745,25,0.0,470.2,0.0,8,613,47.2,16,0,2,10.9,53,1,GK,50,CHE
166,Karlo,Ziger,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,40,1,GK,40,CHE
167,Faustino,Anjorin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CHE
168,Valentino,Livramento,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,CHE
169,Michy,Batshuayi,2,2,41,717,15,113.5,132.8,210.0,2,113,45.5,2,0,0,0.6,57,4,FWD,60,CRY
170,Gary,Cahill,1,1,53,1800,39,90.1,406.2,157.0,6,308,65.7,4,0,3,0.2,45,2,DEF,45,CRY
171,Wayne,Hennessey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43,1,GK,45,CRY
172,Mamadou,Sakho,0,0,4,275,8,1.6,36.6,6.0,0,33,4.5,0,0,0,0.1,44,2,DEF,45,CRY
173,Vicente,Guaita,0,0,124,3330,64,0.0,819.4,0.0,15,639,82.2,8,0,2,3.6,48,1,GK,50,CRY
174,James,Tomkins,0,0,18,551,12,11.4,101.2,29.0,2,97,14.1,2,0,1,0.0,44,2,DEF,45,CRY
175,James,McArthur,0,2,45,1465,26,202.2,285.2,65.0,3,228,55.2,4,0,3,0.1,52,3,MID,55,CRY
176,James,McCarthy,0,0,26,816,15,87.2,112.2,10.0,0,129,20.9,2,0,1,0.7,43,3,MID,45,CRY
177,Christian,Benteke,10,2,106,1808,34,236.5,512.6,1030.0,14,338,177.7,5,1,1,1.3,55,4,FWD,55,CRY
178,Cheikhou,Kouyaté,1,0,82,3121,56,103.0,574.8,134.0,2,438,81.3,8,0,4,0.3,48,3,MID,50,CRY
179,Joel,Ward,0,1,66,2255,43,118.2,366.8,28.0,6,353,51.3,7,0,5,1.2,43,2,DEF,45,CRY
180,Martin,Kelly,0,0,1,1,0,0.0,2.2,0.0,0,3,0.2,0,0,0,0.2,41,2,DEF,45,CRY
181,Connor,Wickham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,44,4,FWD,45,CRY
182,Andros,Townsend,1,5,94,2250,37,694.6,511.4,311.0,8,378,152.1,7,0,0,1.1,55,3,MID,60,CRY
183,Luka,Milivojevic,1,1,63,2357,47,329.6,410.8,143.0,3,332,88.4,7,1,8,0.2,56,3,MID,60,CRY
184,Patrick,van Aanholt,0,2,54,1775,36,195.3,298.6,198.0,5,313,69.1,4,0,2,0.4,54,2,DEF,55,CRY
185,Jordan,Ayew,1,4,70,2086,42,238.6,278.6,451.0,2,216,96.6,6,0,4,1.4,56,4,FWD,60,CRY
186,Wilfried,Zaha,11,4,136,2612,52,428.5,572.6,1003.0,11,362,200.4,6,0,6,9.9,71,3,MID,70,CRY
187,Jeffrey,Schlupp,2,3,65,1415,26,242.1,336.6,304.0,3,194,88.2,5,0,3,0.1,53,3,MID,55,CRY
188,Max,Meyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,3,MID,50,CRY
189,Jairo,Riedewald,2,0,64,1810,39,160.4,274.0,88.0,4,249,52.4,4,0,4,0.7,44,3,MID,45,CRY
190,Nathan,Ferguson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,38,2,DEF,40,CRY
191,Tyrick,Mitchell,1,2,58,1710,32,76.8,387.6,60.0,5,287,52.5,4,0,1,12.8,38,2,DEF,40,CRY
192,Brandon,Pierrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,3,MID,45,CRY
193,Scott,Dann,1,1,39,1350,24,17.0,284.6,99.0,1,233,40.3,2,0,1,0.5,42,2,DEF,45,CRY
194,Eberechi,Eze,4,8,125,2555,51,653.1,516.2,383.0,17,470,155.4,6,0,3,1.2,58,3,MID,60,CRY
195,Sam,Woods,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,2,DEF,40,CRY
196,Ryan,Inniss,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,CRY
197,Nathaniel,Clyne,0,1,28,1145,22,84.3,150.8,34.0,0,172,27.2,2,0,2,0.1,45,2,DEF,45,CRY
198,Stephen,Henderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,40,1,GK,40,CRY
199,Jack,Butland,0,0,2,90,2,0.0,16.6,0.0,0,14,1.7,0,0,0,0.1,45,1,GK,45,CRY
200,Jean-Philippe,Mateta,1,0,15,215,4,16.2,46.6,80.0,2,45,14.0,0,0,0,0.0,53,4,FWD,60,CRY
201,Reece,Hannam,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,CRY
202,Jesurun,Rak-Sakyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,CRY
203,Fabian,Delph,0,0,8,260,6,29.8,37.0,1.0,0,48,6.8,0,0,1,0.0,48,3,MID,50,EVE
204,Gylfi,Sigurdsson,6,5,122,2244,29,644.2,530.6,510.0,13,443,168.8,10,0,2,2.9,68,3,MID,70,EVE
205,Jonas,Lössl,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,1,GK,45,EVE
206,Seamus,Coleman,0,3,81,1607,19,268.2,322.6,189.0,4,371,78.0,8,0,0,2.4,49,2,DEF,50,EVE
